 Standard BBN network up to CNO (PRIMAT/EZ_BBN compatible) AC 03/10/2024
!==================================================================================
! T9 grid = CF88 = NACRE = ...
! 1st line : *- ..... = code for the reaction
! 2nd line : *% ..... = reference
! 3rd line : Q, rev ratio 3 parameters : alpha*T9**beta*exp(gamma/T9) Eq. (141) 
! lines 4 to 63 : two spaces t9, exp(mu), exp(sigma) Eq. (146)
! exp(mu) = sqrt(svh*svl), exp(sigma) = sqrt(svh/svl) (bru2cdg.f) 
!==================================================================================
! Some private technical comments follow (comment lines begin by ! or #, NOT by *)
! #    3   6Li+t[  (t,n)  8Be ], etc are reminders of TALYS calculations 
!==================================================================================
!==================================================================================
! 11/10/2010 : Suppression des doublons et remplacement des réactions Tho93 par Talys
! 14/10/2010 : Transfert des réaction ILCCF10 vers le fichier taux, 
!              remplacement des réaction Wag69 par Talys
! 18/10/2010 : Ajout de 3 réactions Talys supplémentaires : be12pa, c11na, b11pa
! 30/10/2010 : complemente avec nacre et starlib
! A voir : li7pg et be9pd -> 8Be
! 12/01/2011 :  Corrige reverse ratio pour b8np, li6hp, li6tn, be7ng, be9ha, 
!               b10da, b10nt, be10pt, be12pa
! 13/01/2011 : ajoute li7pg, tpg de Ser04
! 24/02/2011 : maj li8an
! 25/02/2011 : Ajoute 24 reactions 'au dela de la fission'
! 04/03/2011 : Ajoute be7hp -> 9B -> p = 2a de Chakraborty et al. 2011
! 21/03/2011 : Remplace Nacre 1 par Nacre 2
! 23/04/2012 : Remplace Talys version 08/2010 par Talys version 05/2011
! 24/05/2011 : li9an, li7dg, li8an, be7tp, b11dn, b11dp, c11dp
!              b11ng, c11na updated as in Coc et al. ApJS
! 04/07/2011 : li7dn updated as in Coc et al. ApJS
! 15/09/2011 : li8an from LaC11 introduced (# commented)
! 18/04/2013 : supprime be7na de Talys -> Wag69 en formule, maj f.u. li9pa
! 15/05/2013 : corrections de mini bugs
! 26/06/2015 : R. J. deBoer et al.  PRC 90, 035804 (2014) new hag rate  AC 22/04/2015
! 26/06/2015 : Ajout be7na (Wag69 et Hou15) calcule par be7na.f AC 22/04/2015
! 01/07/2015 : dpg, ddn et ddp from Coc et al. PRD 2015 / 2016 for dpg bug
! 20/04/2017 : Corrected bug T9<0.01 for c14ag and c14pg & T9=10 for f19ng
! 20/04/2017 : v/wr t9,sv,fu ! '(f10.4,1p,2e13.3)' pour commencer par '  '
! 22/11/2017 : maj dpg, hag, ddn & ddp avec Iliadis+2016 & GomezInesta+2017
! 22/11/2017 : Lowest T values added to c14pg 
! 22/11/2017 : replaced 0.000E+00 by 0.999E-99 in o17ag, o17an, f19pg & f19pa
"! 22/11/2017 : To be done for compatibility add a "" "" in first column of T "
! 23/11/2017 : maj be7na n_ToF : Barbagallo et al. PRL 117, 152701 (2016)
"! 00/00/2018 : CP added "";""'s and updated alpha", beta and gamma or corrected
!              in li6+t>2an, be7ta, be7+h>2p2a  
"! 30/04/2019 : ""===..."" as EOF"
! 30/04/2019 : add '  ' in starlib tables for n14ag, n15ag, o15ag, o16pg, o16ag,
!              o17pg, o18pg, o18ag, f18pg, ne19pg, o17pa, o18pa
! 30/04/2019 : T9 = 10 was missing in f19ng and T9 = 0.001 - 0.01 in c14ag 
! 29/05/2019 : Remove unnecessary comments & commented obsolete rates 
! 29/05/2019 : Correct reference New2011 -> CGXSV12 [Coc+ 2012  ApJ 744(2012)158]  
!==================================================================================
! *************************  2021 version  *************************************
!==================================================================================
! 16/12/2019 : be7np DAACV04 replaced by de Souza et al. 2020
! 29/05/2020 : tdn & hdp DAACV04 replaced by de Souza et al. 2019a,b
! 25/08/2020 : be7da frm Rijal et al. 2019 added in table & removed from nb
! 12/11/2020 : dpg replaced by Mossa et al. 2020 (LUNA experiment)
! 05/05/2022 : dpg replaced by Moscoso et al. 2021
! 10/04/2022 : tdn & hdp format (EZ_BBN)
! 03/10/2024 : daLi6g replaced by Trezzi2017
!==================================================================================
!==================================================================================
*- n + p > d + g ;
*%And06
! Ando et al. PRC 74 (2006) 025809 A. Coc 12/09/06 -> 20/07/07  
! Calcule avec npg_sv.f dans /Users/acoc/phys/netw2010
   2.22457 4.71614e+09 1.5 -25.815 
     0.001    4.4140E+04    1.0045E+00
     0.002    4.4065E+04    1.0045E+00
     0.003    4.3990E+04    1.0045E+00
     0.004    4.3916E+04    1.0045E+00
     0.005    4.3842E+04    1.0045E+00
     0.006    4.3769E+04    1.0045E+00
     0.007    4.3696E+04    1.0045E+00
     0.008    4.3624E+04    1.0045E+00
     0.009    4.3552E+04    1.0045E+00
     0.010    4.3481E+04    1.0045E+00
     0.011    4.3410E+04    1.0045E+00
     0.012    4.3340E+04    1.0045E+00
     0.013    4.3270E+04    1.0045E+00
     0.014    4.3200E+04    1.0045E+00
     0.015    4.3131E+04    1.0045E+00
     0.016    4.3062E+04    1.0045E+00
     0.018    4.2926E+04    1.0045E+00
     0.020    4.2792E+04    1.0045E+00
     0.025    4.2463E+04    1.0045E+00
     0.030    4.2143E+04    1.0045E+00
     0.040    4.1531E+04    1.0045E+00
     0.050    4.0953E+04    1.0046E+00
     0.060    4.0405E+04    1.0046E+00
     0.070    3.9886E+04    1.0046E+00
     0.080    3.9391E+04    1.0046E+00
     0.090    3.8921E+04    1.0046E+00
     0.100    3.8472E+04    1.0046E+00
     0.110    3.8044E+04    1.0046E+00
     0.120    3.7635E+04    1.0046E+00
     0.130    3.7243E+04    1.0046E+00
     0.140    3.6868E+04    1.0046E+00
     0.150    3.6508E+04    1.0046E+00
     0.160    3.6162E+04    1.0046E+00
     0.180    3.5511E+04    1.0046E+00
     0.200    3.4908E+04    1.0046E+00
     0.250    3.3579E+04    1.0045E+00
     0.300    3.2458E+04    1.0045E+00
     0.350    3.1502E+04    1.0045E+00
     0.400    3.0681E+04    1.0045E+00
     0.450    2.9969E+04    1.0044E+00
     0.500    2.9351E+04    1.0044E+00
     0.600    2.8338E+04    1.0044E+00
     0.700    2.7560E+04    1.0044E+00
     0.800    2.6962E+04    1.0044E+00
     0.900    2.6504E+04    1.0044E+00
     1.000    2.6158E+04    1.0044E+00
     1.250    2.5657E+04    1.0045E+00
     1.500    2.5517E+04    1.0046E+00
     1.750    2.5615E+04    1.0048E+00
     2.000    2.5873E+04    1.0049E+00
     2.500    2.6696E+04    1.0053E+00
     3.000    2.7756E+04    1.0056E+00
     3.500    2.8937E+04    1.0058E+00
     4.000    3.0176E+04    1.0061E+00
     5.000    3.2699E+04    1.0064E+00
     6.000    3.5177E+04    1.0067E+00
     7.000    3.7553E+04    1.0069E+00
     8.000    3.9810E+04    1.0071E+00
     9.000    4.1943E+04    1.0072E+00
    10.000    4.3957E+04    1.0074E+00
===================================================================================
*- d + p > He3 + g ;
*%Moscoso2021
# Moscoso et al. ApJ  923 (2021) 49 Table 4 fot T9=<4
 5.493 1.6349E+10 1.5 -63.7518
    0.0010    1.454E-11    1.039E+00
    0.0020    2.007E-08    1.038E+00
    0.0030    6.495E-07    1.038E+00
    0.0040    5.741E-06    1.037E+00
    0.0050    2.685E-05    1.037E+00
    0.0060    8.666E-05    1.037E+00
    0.0070    2.202E-04    1.036E+00
    0.0080    4.743E-04    1.036E+00
    0.0090    9.058E-04    1.036E+00
    0.0100    1.580E-03    1.035E+00
    0.0110    2.566E-03    1.035E+00
    0.0120    3.941E-03    1.035E+00
    0.0130    5.780E-03    1.035E+00
    0.0140    8.161E-03    1.034E+00
    0.0150    1.116E-02    1.034E+00
    0.0160    1.486E-02    1.034E+00
    0.0180    2.463E-02    1.033E+00
    0.0200    3.805E-02    1.033E+00
    0.0250    9.078E-02    1.032E+00
    0.0300    1.760E-01    1.031E+00
    0.0400    4.612E-01    1.030E+00
    0.0500    9.154E-01    1.028E+00
    0.0600    1.545E+00    1.027E+00
    0.0700    2.350E+00    1.027E+00
    0.0800    3.325E+00    1.026E+00
    0.0900    4.462E+00    1.025E+00
    0.1000    5.755E+00    1.025E+00
    0.1100    7.196E+00    1.024E+00
    0.1200    8.776E+00    1.024E+00
    0.1300    1.049E+01    1.024E+00
    0.1400    1.233E+01    1.023E+00
    0.1500    1.429E+01    1.023E+00
    0.1600    1.636E+01    1.023E+00
    0.1800    2.081E+01    1.022E+00
    0.2000    2.566E+01    1.022E+00
    0.2500    3.927E+01    1.022E+00
    0.3000    5.467E+01    1.021E+00
