    # BBN prediction of the primordial abundances (He-4 and Deuterium) as a function of
    # 1)the baryon density $\Omega_b h^2$ and
    # 2)the number of extra relativistic degrees of freedom $\Delta N$
    #
    # $\Delta N=0$ is the number of extra relativistic species (which mimic decoupled neutrinos).
    # If $\Delta N=0$, then $N_{eff} = 3.0440$ because of QED effects and Incomplete Neutrino decoupling (arXiv:2008.01074).
    #
    # Computation performed with PRIMAT (Python port by Cyril Pitrou 2018-2026)
    # Details on arXiv:1801.08023 and update arXiv:2011.11320
    # Last update 2026 (notably including the LUNA rate for the d(p,g)He3 reaction)
    #
    # Neutron Decay rate $\tau_n$ is 878.4s (+-0.5s), following Particle Data Group 2026
    # CMB temperature is 2.7255 K (without taking into account a possible uncertainty)
    #
    # He4 is given either as $Y^BBN_P = 4 Y_{He4}$ where $Y_{He4}$ is the ratio of He-4 number density to baryons number density.
    # He4 is also provided as $Y_P = Y_{He4} * m_{He4} /[Y_{He4} m_{He4} + (1 - 4*Y_{He4}) m_H1]$
    # where $m_{He4}=4.0026032541$ and $m_H1=1.00782503223$ are atomic masses.
    #
    # Deuterium is given as the ratio of its number density to the H1 number density and noted $D/H$.
    #
    # eta10 is $10^{10} eta_0$ where $eta_0$ is the density ratio between baryons and photons AT THE END OF BBN.
    # Hence eta10 ignores the extra production of He4 by stars after BBN. Whenever possible, working with $\Omega_b h^2$ is better.
    #
    # Errors are computed with a Monte-Carlo method on 1000 samples, varying nuclear rates and tau_n.
    # See PRIMAT paper (2018) for details.
    #
    # Ombh2       eta10       DeltaN          Yp              Yp^BBN          sig(Yp^BBN)     D/H             sig(D/H)
  0.022200    6.07721     -1.500000       0.223139        0.224380        0.0001057506    1.972136e-05    2.315343e-07
  0.022400    6.13196     -1.500000       0.223225        0.224466        0.0001056678    1.942543e-05    2.295698e-07
  0.022600    6.18671     -1.500000       0.223310        0.224551        0.0001056575    1.913588e-05    2.276454e-07
  0.022800    6.24146     -1.500000       0.223394        0.224636        0.0001056619    1.885253e-05    2.257596e-07
  0.023000    6.29621     -1.500000       0.223477        0.224719        0.000105691     1.857504e-05    2.239076e-07
  0.023200    6.35096     -1.500000       0.223560        0.224802        0.0001056488    1.830348e-05    2.220962e-07
  0.023400    6.40571     -1.500000       0.223641        0.224884        0.0001056583    1.803748e-05    2.203182e-07
  0.023600    6.46046     -1.500000       0.223722        0.224966        0.0001056117    1.777695e-05    2.185743e-07
  0.023800    6.51521     -1.500000       0.223803        0.225047        0.0001056247    1.75217e-05     2.168622e-07
  0.024000    6.56996     -1.500000       0.223882        0.225126        0.000105564     1.727161e-05    2.15183e-07
  0.025000    6.84371     -1.500000       0.224269        0.225514        0.000105606     1.609347e-05    2.072247e-07
  0.026000    7.11746     -1.500000       0.224638        0.225885        0.0001055399    1.502441e-05    1.999207e-07
  0.027000    7.39121     -1.500000       0.224993        0.226241        0.0001054069    1.405072e-05    1.931775e-07
  0.028000    7.66496     -1.500000       0.225332        0.226582        0.0001054138    1.316092e-05    1.869165e-07
  0.029000    7.9387      -1.500000       0.225658        0.226909        0.0001054245    1.234538e-05    1.810734e-07
  0.030000    8.21245     -1.500000       0.225973        0.227225        0.0001053121    1.159578e-05    1.755926e-07
  0.031000    8.4862      -1.500000       0.226276        0.227530        0.0001052738    1.090498e-05    1.704302e-07
  0.032000    8.75995     -1.500000       0.226569        0.227823        0.0001052234    1.026694e-05    1.655504e-07
  0.033000    9.0337      -1.500000       0.226851        0.228107        0.0001052387    9.676306e-06    1.609156e-07
  0.034000    9.30745     -1.500000       0.227124        0.228381        0.0001051256    9.128455e-06    1.56501e-07
  0.035000    9.58119     -1.500000       0.227390        0.228647        0.0001050956    8.619365e-06    1.522835e-07
  0.036000    9.85494     -1.500000       0.227647        0.228905        0.0001052344    8.145404e-06    1.482423e-07
  0.037000    10.1287     -1.500000       0.227896        0.229156        0.0001050392    7.703467e-06    1.44361e-07
  0.038000    10.4024     -1.500000       0.228138        0.229399        0.0001051008    7.290792e-06    1.40624e-07
  0.039000    10.6762     -1.500000       0.228374        0.229635        0.0001050138    6.904864e-06    1.370189e-07
  0.040000    10.9499     -1.500000       0.228602        0.229865        0.0001049947    6.54349e-06     1.335329e-07
  0.005000    1.36874     -1.000000       0.213236        0.214437        0.0001135099    0.0002316466    1.749968e-06
  0.006000    1.64249     -1.000000       0.216159        0.217372        0.0001109996    0.0001720309    1.318885e-06
  0.007000    1.91624     -1.000000       0.218377        0.219598        0.0001098237    0.0001340712    1.042232e-06
  0.008000    2.18999     -1.000000       0.220152        0.221381        0.0001090593    0.000108258     8.540871e-07
  0.009000    2.46374     -1.000000       0.221626        0.222861        0.0001084875    8.979144e-05    7.200797e-07
  0.010000    2.73748     -1.000000       0.222884        0.224123        0.0001081074    7.604255e-05    6.209952e-07
  0.011000    3.01123     -1.000000       0.223980        0.225224        0.0001077446    6.547243e-05    5.45473e-07
  0.012000    3.28498     -1.000000       0.224950        0.226198        0.0001074839    5.713021e-05    4.864202e-07
  0.013000    3.55873     -1.000000       0.225820        0.227071        0.0001073463    5.040171e-05    4.392738e-07
  0.014000    3.83248     -1.000000       0.226608        0.227863        0.0001071454    4.487453e-05    4.009251e-07
  0.015000    4.10623     -1.000000       0.227328        0.228586        0.0001070392    4.026302e-05    3.69242e-07
  0.016000    4.37997     -1.000000       0.227991        0.229251        0.0001068634    3.636389e-05    3.426975e-07
  0.017000    4.65372     -1.000000       0.228605        0.229868        0.000106929     3.302862e-05    3.201769e-07
  0.018000    4.92747     -1.000000       0.229179        0.230443        0.000106653     3.014703e-05    3.008618e-07
  0.019000    5.20122     -1.000000       0.229715        0.230981        0.0001066739    2.763494e-05    2.841224e-07
  0.020000    5.47497     -1.000000       0.230218        0.231486        0.0001065711    2.542798e-05    2.694764e-07
  0.020200    5.52972     -1.000000       0.230315        0.231584        0.0001065597    2.501853e-05    2.66764e-07
  0.020400    5.58447     -1.000000       0.230411        0.231680        0.0001065278    2.461886e-05    2.641176e-07
  0.020600    5.63922     -1.000000       0.230506        0.231776        0.0001065496    2.422873e-05    2.615339e-07
  0.020800    5.69397     -1.000000       0.230600        0.231870        0.000106535     2.384772e-05    2.590129e-07
  0.021000    5.74872     -1.000000       0.230693        0.231963        0.0001065177    2.347549e-05    2.565499e-07
  0.021200    5.80347     -1.000000       0.230784        0.232055        0.0001066095    2.311184e-05    2.541445e-07
  0.021400    5.85822     -1.000000       0.230875        0.232146        0.0001064492    2.275652e-05    2.517935e-07
  0.021600    5.91297     -1.000000       0.230965        0.232236        0.0001065066    2.240915e-05    2.494957e-07
  0.021800    5.96772     -1.000000       0.231054        0.232325        0.000106435     2.206955e-05    2.472478e-07
  0.022000    6.02246     -1.000000       0.231142        0.232414        0.0001064632    2.173748e-05    2.450493e-07
  0.022200    6.07721     -1.000000       0.231230        0.232502        0.0001064031    2.141266e-05    2.429003e-07
  0.022400    6.13196     -1.000000       0.231315        0.232588        0.0001063945    2.109491e-05    2.407956e-07
  0.022600    6.18671     -1.000000       0.231400        0.232673        0.0001063945    2.078394e-05    2.387364e-07
  0.022800    6.24146     -1.000000       0.231485        0.232758        0.0001063679    2.047959e-05    2.367169e-07
  0.023000    6.29621     -1.000000       0.231568        0.232842        0.0001063521    2.018168e-05    2.347398e-07
  0.023200    6.35096     -1.000000       0.231651        0.232925        0.0001063692    1.989004e-05    2.32805e-07
  0.023400    6.40571     -1.000000       0.231733        0.233008        0.0001063611    1.960443e-05    2.309059e-07
  0.023600    6.46046     -1.000000       0.231815        0.233089        0.0001063211    1.93247e-05     2.290462e-07
  0.023800    6.51521     -1.000000       0.231895        0.233169        0.0001063374    1.905061e-05    2.272226e-07
  0.024000    6.56996     -1.000000       0.231975        0.233250        0.0001063011    1.878218e-05    2.25433e-07
  0.025000    6.84371     -1.000000       0.232361        0.233638        0.0001062472    1.751731e-05    2.169692e-07
  0.026000    7.11746     -1.000000       0.232731        0.234009        0.0001061408    1.63697e-05     2.092302e-07
  0.027000    7.39121     -1.000000       0.233085        0.234364        0.0001061846    1.53244e-05     2.021076e-07
  0.028000    7.66496     -1.000000       0.233425        0.234706        0.0001061652    1.43692e-05     1.955156e-07
  0.029000    7.9387      -1.000000       0.233751        0.235033        0.00010601      1.349351e-05    1.89385e-07
  0.030000    8.21245     -1.000000       0.234065        0.235348        0.0001060478    1.268847e-05    1.836561e-07
  0.031000    8.4862      -1.000000       0.234368        0.235652        0.0001059808    1.194638e-05    1.782772e-07
  0.032000    8.75995     -1.000000       0.234660        0.235945        0.0001058874    1.126073e-05    1.732066e-07
  0.033000    9.0337      -1.000000       0.234943        0.236229        0.0001058402    1.062578e-05    1.684079e-07
  0.034000    9.30745     -1.000000       0.235216        0.236504        0.0001058928    1.003655e-05    1.63851e-07
  0.035000    9.58119     -1.000000       0.235480        0.236768        0.0001058342    9.488706e-06    1.59508e-07
  0.036000    9.85494     -1.000000       0.235736        0.237026        0.0001057813    8.978441e-06    1.553574e-07
  0.037000    10.1287     -1.000000       0.235985        0.237275        0.0001057052    8.502355e-06    1.513816e-07
  0.038000    10.4024     -1.000000       0.236227        0.237518        0.0001056913    8.057531e-06    1.475609e-07
  0.039000    10.6762     -1.000000       0.236462        0.237754        0.0001055822    7.641275e-06    1.438825e-07
  0.040000    10.9499     -1.000000       0.236690        0.237983        0.0001057237    7.251215e-06    1.403337e-07
  0.005000    1.36874     -0.750000       0.216902        0.218118        0.0001142359    0.000241616     1.823734e-06
  0.006000    1.64249     -0.750000       0.219867        0.221095        0.0001116808    0.0001792115    1.372412e-06
  0.007000    1.91624     -0.750000       0.222112        0.223349        0.0001102523    0.0001395193    1.082776e-06
  0.008000    2.18999     -0.750000       0.223904        0.225148        0.0001095072    0.0001125604    8.859349e-07
  0.009000    2.46374     -0.750000       0.225390        0.226640        0.0001089052    9.329786e-05    7.458378e-07
  0.010000    2.73748     -0.750000       0.226658        0.227912        0.0001083601    7.897206e-05    6.423177e-07
  0.011000    3.01123     -0.750000       0.227760        0.229019        0.0001081105    6.796962e-05    5.634683e-07
  0.012000    3.28498     -0.750000       0.228734        0.229997        0.0001079331    5.92943e-05     5.018674e-07
  0.013000    3.55873     -0.750000       0.229608        0.230874        0.0001076989    5.230284e-05    4.526977e-07
  0.014000    3.83248     -0.750000       0.230399        0.231668        0.0001075982    4.65642e-05     4.127397e-07
  0.015000    4.10623     -0.750000       0.231121        0.232393        0.0001074287    4.177938e-05    3.797457e-07
  0.016000    4.37997     -0.750000       0.231786        0.233061        0.0001073317    3.773629e-05    3.521233e-07
  0.017000    4.65372     -0.750000       0.232402        0.233679        0.0001071989    3.427966e-05    3.28703e-07
  0.018000    4.92747     -0.750000       0.232976        0.234255        0.0001071466    3.129443e-05    3.0863e-07
  0.019000    5.20122     -0.750000       0.233512        0.234793        0.000106949     2.869325e-05    2.91251e-07
  0.020000    5.47497     -0.750000       0.234016        0.235299        0.0001069191    2.640867e-05    2.760611e-07
  0.020200    5.52972     -0.750000       0.234114        0.235398        0.0001068521    2.598496e-05    2.732497e-07
  0.020400    5.58447     -0.750000       0.234210        0.235494        0.0001068099    2.557138e-05    2.705059e-07
  0.020600    5.63922     -0.750000       0.234305        0.235589        0.0001067648    2.516758e-05    2.678294e-07
  0.020800    5.69397     -0.750000       0.234399        0.235684        0.0001067768    2.477332e-05    2.652214e-07
  0.021000    5.74872     -0.750000       0.234492        0.235776        0.0001068006    2.438815e-05    2.626681e-07
  0.021200    5.80347     -0.750000       0.234583        0.235869        0.0001068391    2.401194e-05    2.601784e-07
  0.021400    5.85822     -0.750000       0.234675        0.235960        0.0001068351    2.364427e-05    2.577438e-07
  0.021600    5.91297     -0.750000       0.234764        0.236050        0.0001067874    2.32849e-05     2.553675e-07
  0.021800    5.96772     -0.750000       0.234853        0.236140        0.0001067881    2.293358e-05    2.530405e-07
  0.022000    6.02246     -0.750000       0.234941        0.236228        0.0001067742    2.259002e-05    2.507683e-07
  0.022200    6.07721     -0.750000       0.235028        0.236315        0.0001066818    2.225402e-05    2.485424e-07
  0.022400    6.13196     -0.750000       0.235115        0.236402        0.0001067059    2.192527e-05    2.463668e-07
  0.022600    6.18671     -0.750000       0.235200        0.236488        0.0001066818    2.160362e-05    2.442398e-07
  0.022800    6.24146     -0.750000       0.235284        0.236572        0.0001067615    2.128883e-05    2.421518e-07
  0.023000    6.29621     -0.750000       0.235369        0.236657        0.0001066473    2.09808e-05     2.401096e-07
  0.023200    6.35096     -0.750000       0.235451        0.236739        0.0001066693    2.067907e-05    2.381106e-07
  0.023400    6.40571     -0.750000       0.235533        0.236822        0.0001067225    2.038364e-05    2.36152e-07
  0.023600    6.46046     -0.750000       0.235614        0.236903        0.0001066255    2.009429e-05    2.342307e-07
  0.023800    6.51521     -0.750000       0.235695        0.236984        0.0001066302    1.981088e-05    2.323471e-07
  0.024000    6.56996     -0.750000       0.235774        0.237063        0.0001066293    1.953316e-05    2.305008e-07
  0.025000    6.84371     -0.750000       0.236161        0.237452        0.0001065723    1.822523e-05    2.217789e-07
  0.026000    7.11746     -0.750000       0.236530        0.237823        0.000106522     1.703844e-05    2.138116e-07
  0.027000    7.39121     -0.750000       0.236885        0.238179        0.0001064129    1.595766e-05    2.064913e-07
  0.028000    7.66496     -0.750000       0.237224        0.238519        0.0001064252    1.496991e-05    1.997283e-07
  0.029000    7.9387      -0.750000       0.237551        0.238847        0.0001063721    1.406434e-05    1.934467e-07
  0.030000    8.21245     -0.750000       0.237864        0.239162        0.0001063344    1.323178e-05    1.875864e-07
  0.031000    8.4862      -0.750000       0.238166        0.239465        0.0001062525    1.246428e-05    1.820939e-07
  0.032000    8.75995     -0.750000       0.238459        0.239758        0.0001062256    1.175508e-05    1.769219e-07
  0.033000    9.0337      -0.750000       0.238740        0.240041        0.0001060896    1.10982e-05     1.720359e-07
  0.034000    9.30745     -0.750000       0.239014        0.240316        0.0001061243    1.048847e-05    1.674013e-07
  0.035000    9.58119     -0.750000       0.239277        0.240580        0.0001060883    9.921503e-06    1.62991e-07
  0.036000    9.85494     -0.750000       0.239533        0.240837        0.0001060427    9.393329e-06    1.587831e-07
  0.037000    10.1287     -0.750000       0.239782        0.241087        0.0001060037    8.900393e-06    1.547551e-07
  0.038000    10.4024     -0.750000       0.240024        0.241329        0.0001059442    8.439738e-06    1.508885e-07
  0.039000    10.6762     -0.750000       0.240257        0.241564        0.0001059386    8.008526e-06    1.471715e-07
  0.040000    10.9499     -0.750000       0.240485        0.241793        0.000105946     7.604332e-06    1.435867e-07
  0.005000    1.36874     -0.500000       0.220425        0.221655        0.0001149071    0.00025169      1.898386e-06
  0.006000    1.64249     -0.500000       0.223432        0.224674        0.0001122387    0.0001864592    1.426543e-06
  0.007000    1.91624     -0.500000       0.225703        0.226954        0.0001107155    0.0001450104    1.123752e-06
  0.008000    2.18999     -0.500000       0.227513        0.228771        0.0001097956    0.0001168919    9.180939e-07
  0.009000    2.46374     -0.500000       0.229011        0.230275        0.0001091566    9.682323e-05    7.71809e-07
  0.010000    2.73748     -0.500000       0.230286        0.231555        0.000108791     8.191381e-05    6.63809e-07
  0.011000    3.01123     -0.500000       0.231394        0.232667        0.0001085076    7.047465e-05    5.815944e-07
  0.012000    3.28498     -0.500000       0.232374        0.233651        0.000108239     6.146315e-05    5.174027e-07
  0.013000    3.55873     -0.500000       0.233250        0.234530        0.0001080346    5.420677e-05    4.662012e-07
  0.014000    3.83248     -0.500000       0.234044        0.235327        0.000107833     4.825491e-05    4.246089e-07
  0.015000    4.10623     -0.500000       0.234769        0.236055        0.0001076769    4.329586e-05    3.902919e-07
  0.016000    4.37997     -0.500000       0.235435        0.236724        0.0001075534    3.910761e-05    3.615734e-07
  0.017000    4.65372     -0.500000       0.236053        0.237343        0.0001074302    3.552911e-05    3.372482e-07
  0.018000    4.92747     -0.500000       0.236627        0.237920        0.0001072799    3.243996e-05    3.164112e-07
  0.019000    5.20122     -0.500000       0.237164        0.238459        0.0001072162    2.974926e-05    2.983852e-07
  0.020000    5.47497     -0.500000       0.237668        0.238965        0.0001071007    2.738703e-05    2.826412e-07
  0.020200    5.52972     -0.500000       0.237766        0.239063        0.0001070812    2.694894e-05    2.797308e-07
  0.020400    5.58447     -0.500000       0.237862        0.239160        0.0001070831    2.652135e-05    2.768902e-07
  0.020600    5.63922     -0.500000       0.237957        0.239255        0.0001070923    2.610389e-05    2.741184e-07
  0.020800    5.69397     -0.500000       0.238051        0.239350        0.0001070943    2.56964e-05     2.714151e-07
  0.021000    5.74872     -0.500000       0.238144        0.239443        0.0001070825    2.529835e-05    2.687765e-07
  0.021200    5.80347     -0.500000       0.238236        0.239535        0.0001070826    2.490946e-05    2.661998e-07
  0.021400    5.85822     -0.500000       0.238327        0.239626        0.0001070617    2.452954e-05    2.636827e-07
  0.021600    5.91297     -0.500000       0.238417        0.239717        0.0001070784    2.415807e-05    2.61221e-07
  0.021800    5.96772     -0.500000       0.238506        0.239806        0.0001070551    2.3795e-05      2.588184e-07
  0.022000    6.02246     -0.500000       0.238595        0.239895        0.0001070426    2.344001e-05    2.564658e-07
  0.022200    6.07721     -0.500000       0.238682        0.239982        0.0001070387    2.309282e-05    2.541682e-07
  0.022400    6.13196     -0.500000       0.238768        0.240069        0.0001070073    2.275316e-05    2.51921e-07
  0.022600    6.18671     -0.500000       0.238853        0.240154        0.0001069478    2.242075e-05    2.497222e-07
  0.022800    6.24146     -0.500000       0.238938        0.240239        0.0001069963    2.209556e-05    2.475667e-07
  0.023000    6.29621     -0.500000       0.239021        0.240323        0.000106949     2.177723e-05    2.454574e-07
  0.023200    6.35096     -0.500000       0.239104        0.240406        0.0001068857    2.146559e-05    2.433939e-07
  0.023400    6.40571     -0.500000       0.239186        0.240488        0.0001069114    2.116039e-05    2.413712e-07
  0.023600    6.46046     -0.500000       0.239267        0.240570        0.0001068969    2.086148e-05    2.393893e-07
  0.023800    6.51521     -0.500000       0.239348        0.240651        0.0001069107    2.05687e-05     2.37448e-07
  0.024000    6.56996     -0.500000       0.239427        0.240731        0.0001068856    2.028178e-05    2.355445e-07
  0.025000    6.84371     -0.500000       0.239814        0.241119        0.0001067812    1.893068e-05    2.265563e-07
  0.026000    7.11746     -0.500000       0.240184        0.241490        0.0001067105    1.770493e-05    2.183569e-07
  0.027000    7.39121     -0.500000       0.240538        0.241845        0.0001066617    1.658862e-05    2.108335e-07
  0.028000    7.66496     -0.500000       0.240876        0.242185        0.0001066459    1.556837e-05    2.038951e-07
  0.029000    7.9387      -0.500000       0.241202        0.242512        0.00010652      1.463311e-05    1.974588e-07
  0.030000    8.21245     -0.500000       0.241516        0.242827        0.0001065652    1.377322e-05    1.914635e-07
  0.031000    8.4862      -0.500000       0.241818        0.243131        0.0001064946    1.298046e-05    1.858503e-07
  0.032000    8.75995     -0.500000       0.242110        0.243423        0.0001063911    1.224779e-05    1.805746e-07
  0.033000    9.0337      -0.500000       0.242391        0.243705        0.0001063928    1.156908e-05    1.755972e-07
  0.034000    9.30745     -0.500000       0.242665        0.243980        0.0001063657    1.093913e-05    1.708828e-07
  0.035000    9.58119     -0.500000       0.242928        0.244244        0.0001063555    1.035315e-05    1.664026e-07
  0.036000    9.85494     -0.500000       0.243184        0.244501        0.0001062837    9.807205e-06    1.621333e-07
  0.037000    10.1287     -0.500000       0.243432        0.244750        0.0001062166    9.297561e-06    1.580493e-07
  0.038000    10.4024     -0.500000       0.243672        0.244991        0.0001062582    8.821142e-06    1.541358e-07
  0.039000    10.6762     -0.500000       0.243907        0.245227        0.0001062454    8.375113e-06    1.503767e-07
  0.040000    10.9499     -0.500000       0.244134        0.245455        0.0001060751    7.956896e-06    1.467561e-07
  0.005000    1.36874     -0.250000       0.223815        0.225059        0.000115648     0.0002618695    1.973784e-06
  0.006000    1.64249     -0.250000       0.226863        0.228119        0.0001127027    0.0001937746    1.481245e-06
  0.007000    1.91624     -0.250000       0.229160        0.230424        0.0001111309    0.000150546     1.16514e-06
  0.008000    2.18999     -0.250000       0.230987        0.232258        0.0001102025    0.0001212522    9.50527e-07
  0.009000    2.46374     -0.250000       0.232496        0.233773        0.0001095387    0.0001003676    7.979851e-07
  0.010000    2.73748     -0.250000       0.233780        0.235062        0.0001091625    8.48687e-05     6.854411e-07
  0.011000    3.01123     -0.250000       0.234894        0.236180        0.000108851     7.298835e-05    5.998158e-07
  0.012000    3.28498     -0.250000       0.235877        0.237167        0.0001085019    6.36373e-05     5.330147e-07
  0.013000    3.55873     -0.250000       0.236757        0.238051        0.0001083088    5.611379e-05    4.797567e-07
  0.014000    3.83248     -0.250000       0.237554        0.238850        0.0001081332    4.994712e-05    4.36523e-07
  0.015000    4.10623     -0.250000       0.238280        0.239579        0.0001080331    4.481247e-05    4.00868e-07
  0.016000    4.37997     -0.250000       0.238947        0.240249        0.0001078939    4.047855e-05    3.710535e-07
  0.017000    4.65372     -0.250000       0.239566        0.240870        0.0001077044    3.677729e-05    3.458063e-07
  0.018000    4.92747     -0.250000       0.240141        0.241447        0.0001075848    3.358385e-05    3.242017e-07
  0.019000    5.20122     -0.250000       0.240679        0.241987        0.0001074836    3.080335e-05    3.055205e-07
  0.020000    5.47497     -0.250000       0.241184        0.242494        0.0001073917    2.836312e-05    2.892203e-07
  0.020200    5.52972     -0.250000       0.241281        0.242592        0.0001074075    2.791068e-05    2.862032e-07
  0.020400    5.58447     -0.250000       0.241377        0.242688        0.0001073628    2.74691e-05     2.832657e-07
  0.020600    5.63922     -0.250000       0.241473        0.242784        0.0001073371    2.703816e-05    2.803997e-07
  0.020800    5.69397     -0.250000       0.241567        0.242878        0.000107326     2.661724e-05    2.776036e-07
  0.021000    5.74872     -0.250000       0.241660        0.242971        0.0001073141    2.620622e-05    2.748754e-07
  0.021200    5.80347     -0.250000       0.241752        0.243064        0.0001073052    2.580473e-05    2.722092e-07
  0.021400    5.85822     -0.250000       0.241843        0.243155        0.0001072836    2.541243e-05    2.696073e-07
  0.021600    5.91297     -0.250000       0.241933        0.243245        0.0001072777    2.502892e-05    2.670653e-07
  0.021800    5.96772     -0.250000       0.242022        0.243335        0.0001072689    2.465417e-05    2.645792e-07
  0.022000    6.02246     -0.250000       0.242110        0.243423        0.0001072379    2.428764e-05    2.621521e-07
  0.022200    6.07721     -0.250000       0.242197        0.243511        0.0001072116    2.392924e-05    2.597779e-07
  0.022400    6.13196     -0.250000       0.242283        0.243597        0.0001072176    2.357859e-05    2.574558e-07
  0.022600    6.18671     -0.250000       0.242368        0.243683        0.0001072155    2.323559e-05    2.551844e-07
  0.022800    6.24146     -0.250000       0.242453        0.243767        0.0001072092    2.289982e-05    2.52962e-07
  0.023000    6.29621     -0.250000       0.242537        0.243852        0.0001071973    2.257133e-05    2.507864e-07
  0.023200    6.35096     -0.250000       0.242619        0.243935        0.0001071906    2.224966e-05    2.486547e-07
  0.023400    6.40571     -0.250000       0.242701        0.244017        0.0001071588    2.193463e-05    2.465708e-07
  0.023600    6.46046     -0.250000       0.242782        0.244098        0.000107185     2.162616e-05    2.445266e-07
  0.023800    6.51521     -0.250000       0.242863        0.244179        0.0001071622    2.132406e-05    2.425235e-07
  0.024000    6.56996     -0.250000       0.242942        0.244258        0.0001071126    2.102795e-05    2.405608e-07
  0.025000    6.84371     -0.250000       0.243329        0.244647        0.0001070214    1.963383e-05    2.313008e-07
  0.026000    7.11746     -0.250000       0.243699        0.245018        0.0001070133    1.836915e-05    2.228664e-07
  0.027000    7.39121     -0.250000       0.244052        0.245373        0.0001069567    1.721735e-05    2.151384e-07
  0.028000    7.66496     -0.250000       0.244390        0.245712        0.0001068639    1.616485e-05    2.08017e-07
  0.029000    7.9387      -0.250000       0.244716        0.246039        0.0001068284    1.519998e-05    2.01423e-07
  0.030000    8.21245     -0.250000       0.245031        0.246355        0.0001067678    1.431285e-05    1.952859e-07
  0.031000    8.4862      -0.250000       0.245332        0.246657        0.0001067217    1.349491e-05    1.895532e-07
  0.032000    8.75995     -0.250000       0.245624        0.246950        0.0001066276    1.273891e-05    1.841701e-07
  0.033000    9.0337      -0.250000       0.245905        0.247232        0.0001066029    1.203856e-05    1.790975e-07
  0.034000    9.30745     -0.250000       0.246177        0.247505        0.000106624     1.138836e-05    1.742991e-07
  0.035000    9.58119     -0.250000       0.246440        0.247769        0.0001065612    1.078355e-05    1.697459e-07
  0.036000    9.85494     -0.250000       0.246696        0.248026        0.000106496     1.021991e-05    1.65411e-07
  0.037000    10.1287     -0.250000       0.246943        0.248274        0.0001064458    9.69372e-06     1.612718e-07
  0.038000    10.4024     -0.250000       0.247183        0.248515        0.0001064481    9.201659e-06    1.573091e-07
  0.039000    10.6762     -0.250000       0.247417        0.248749        0.0001064214    8.740907e-06    1.535047e-07
  0.040000    10.9499     -0.250000       0.247644        0.248977        0.000106403     8.308843e-06    1.498449e-07
  0.005000    1.36874     0.000000        0.227082        0.228339        0.0001162231    0.0002721541    2.04999e-06
  0.006000    1.64249     0.000000        0.230172        0.231440        0.0001133267    0.0002011575    1.536414e-06
  0.007000    1.91624     0.000000        0.232493        0.233770        0.0001115669    0.0001561263    1.206906e-06
  0.008000    2.18999     0.000000        0.234336        0.235620        0.0001106027    0.0001256425    9.832442e-07
  0.009000    2.46374     0.000000        0.235856        0.237146        0.0001098931    0.0001039324    8.243779e-07
  0.010000    2.73748     0.000000        0.237147        0.238442        0.000109511     8.783664e-05    7.072339e-07
  0.011000    3.01123     0.000000        0.238267        0.239566        0.0001091462    7.551081e-05    6.181733e-07
  0.012000    3.28498     0.000000        0.239255        0.240558        0.0001087542    6.581738e-05    5.48715e-07
  0.013000    3.55873     0.000000        0.240138        0.241444        0.0001085895    5.802427e-05    4.933846e-07
  0.014000    3.83248     0.000000        0.240936        0.242245        0.0001083894    5.164117e-05    4.484902e-07
  0.015000    4.10623     0.000000        0.241664        0.242976        0.0001082266    4.632969e-05    4.114897e-07
  0.016000    4.37997     0.000000        0.242334        0.243649        0.0001081063    4.184929e-05    3.80557e-07
  0.017000    4.65372     0.000000        0.242953        0.244270        0.0001079368    3.802477e-05    3.543871e-07
  0.018000    4.92747     0.000000        0.243529        0.244847        0.0001078047    3.472639e-05    3.31998e-07
  0.019000    5.20122     0.000000        0.244068        0.245388        0.0001076949    3.185585e-05    3.126577e-07
  0.020000    5.47497     0.000000        0.244572        0.245895        0.0001076454    2.933739e-05    2.957931e-07
  0.020200    5.52972     0.000000        0.244669        0.245992        0.0001076419    2.887056e-05    2.926784e-07
  0.020400    5.58447     0.000000        0.244766        0.246089        0.0001076162    2.841494e-05    2.896407e-07
  0.020600    5.63922     0.000000        0.244862        0.246185        0.0001075497    2.797023e-05    2.866762e-07
  0.020800    5.69397     0.000000        0.244955        0.246279        0.000107558     2.753611e-05    2.837849e-07
  0.021000    5.74872     0.000000        0.245048        0.246372        0.0001074781    2.711209e-05    2.809633e-07
  0.021200    5.80347     0.000000        0.245140        0.246465        0.0001076211    2.669794e-05    2.782122e-07
  0.021400    5.85822     0.000000        0.245231        0.246556        0.0001075163    2.629321e-05    2.755239e-07
  0.021600    5.91297     0.000000        0.245321        0.246646        0.0001075132    2.589777e-05    2.728977e-07
  0.021800    5.96772     0.000000        0.245410        0.246736        0.0001074362    2.551111e-05    2.70333e-07
  0.022000    6.02246     0.000000        0.245498        0.246824        0.0001074159    2.513311e-05    2.678251e-07
  0.022200    6.07721     0.000000        0.245586        0.246912        0.0001074163    2.476355e-05    2.653733e-07
  0.022400    6.13196     0.000000        0.245672        0.246999        0.0001074294    2.4402e-05      2.629794e-07
  0.022600    6.18671     0.000000        0.245758        0.247084        0.000107424     2.404821e-05    2.606337e-07
  0.022800    6.24146     0.000000        0.245842        0.247169        0.0001074214    2.370205e-05    2.583414e-07
  0.023000    6.29621     0.000000        0.245925        0.247252        0.0001074093    2.336322e-05    2.560965e-07
