    # BBN prediction of the primordial abundances (He-4 and Deuterium) as a function of
    # 1)the baryon density $\Omega_b h^2$ and
    # 2)the number of extra relativistic degrees of freedom $\Delta N$
    #
    # $\Delta N=0$ is the number of extra relativistic species (which mimic decoupled neutrinos).
    # If $\Delta N=0$, then $N_{eff} = 3.0440$ because of QED effects and Incomplete Neutrino decoupling (arXiv:2008.01074).
    #
    # Computation performed with PRIMAT (Python port by Cyril Pitrou 2018-2026)
    # Details on arXiv:1801.08023 and update arXiv:2011.11320
    # Last update 2026 (notably including the LUNA rate for the d(p,g)He3 reaction)
    #
    # Neutron Decay rate $\tau_n$ is 878.4s (+-0.5s), following Particle Data Group 2026
    # CMB temperature is 2.7255 K (without taking into account a possible uncertainty)
    #
    # He4 is given either as $Y^BBN_P = 4 Y_{He4}$ where $Y_{He4}$ is the ratio of He-4 number density to baryons number density.
    # He4 is also provided as $Y_P = Y_{He4} * m_{He4} /[Y_{He4} m_{He4} + (1 - 4*Y_{He4}) m_H1]$
    # where $m_{He4}=4.0026032541$ and $m_H1=1.00782503223$ are atomic masses.
    #
    # Deuterium is given as the ratio of its number density to the H1 number density and noted $D/H$.
    #
    # eta10 is $10^{10} eta_0$ where $eta_0$ is the density ratio between baryons and photons AT THE END OF BBN.
    # Hence eta10 ignores the extra production of He4 by stars after BBN. Whenever possible, working with $\Omega_b h^2$ is better.
    #
    # Errors are computed with a Monte-Carlo method on 100 samples, varying nuclear rates and tau_n.
    # See PRIMAT paper (2018) for details.
    #
    # Ombh2       eta10       DeltaN          Yp              Yp^BBN          sig(Yp^BBN)     D/H             sig(D/H)
  0.029000    7.9387      -1.000000       0.233751        0.235033        0.0001135299    1.349351e-05    1.905143e-07
  0.030000    8.21245     -1.000000       0.234065        0.235348        0.0001135643    1.268847e-05    1.848264e-07
  0.031000    8.4862      -1.000000       0.234368        0.235652        0.0001134809    1.194638e-05    1.794757e-07
  0.032000    8.75995     -1.000000       0.234660        0.235945        0.0001133606    1.126073e-05    1.74414e-07
  0.033000    9.0337      -1.000000       0.234943        0.236229        0.0001133015    1.062578e-05    1.696184e-07
  0.034000    9.30745     -1.000000       0.235216        0.236504        0.000113396     1.003655e-05    1.650526e-07
  0.035000    9.58119     -1.000000       0.235480        0.236768        0.0001132532    9.488706e-06    1.606982e-07
  0.036000    9.85494     -1.000000       0.235736        0.237026        0.0001132342    8.978441e-06    1.565267e-07
  0.037000    10.1287     -1.000000       0.235985        0.237275        0.0001131441    8.502355e-06    1.525272e-07
  0.038000    10.4024     -1.000000       0.236227        0.237518        0.000113091     8.057531e-06    1.486776e-07
  0.039000    10.6762     -1.000000       0.236462        0.237754        0.000112967     7.641275e-06    1.449661e-07
  0.040000    10.9499     -1.000000       0.236690        0.237983        0.000113081     7.251215e-06    1.41387e-07
  0.005000    1.36874     -0.750000       0.216902        0.218118        0.0001231141    0.000241616     1.692756e-06
  0.006000    1.64249     -0.750000       0.219867        0.221095        0.0001202419    0.0001792115    1.281272e-06
  0.007000    1.91624     -0.750000       0.222112        0.223349        0.0001186168    0.0001395193    1.017314e-06
  0.008000    2.18999     -0.750000       0.223904        0.225148        0.000117736     0.0001125604    8.378268e-07
  0.009000    2.46374     -0.750000       0.225390        0.226640        0.0001170421    9.329786e-05    7.098803e-07
  0.010000    2.73748     -0.750000       0.226658        0.227912        0.0001164325    7.897206e-05    6.151005e-07
  0.011000    3.01123     -0.750000       0.227760        0.229019        0.0001161367    6.796962e-05    5.427281e-07
  0.012000    3.28498     -0.750000       0.228734        0.229997        0.0001158929    5.92943e-05     4.859593e-07
  0.013000    3.55873     -0.750000       0.229608        0.230874        0.0001156128    5.230284e-05    4.404814e-07
  0.014000    3.83248     -0.750000       0.230399        0.231668        0.0001154877    4.65642e-05     4.033906e-07
  0.015000    4.10623     -0.750000       0.231121        0.232393        0.0001152934    4.177938e-05    3.726196e-07
  0.016000    4.37997     -0.750000       0.231786        0.233061        0.0001151735    3.773629e-05    3.467597e-07
  0.017000    4.65372     -0.750000       0.232402        0.233679        0.0001149898    3.427966e-05    3.247176e-07
  0.018000    4.92747     -0.750000       0.232976        0.234255        0.0001148948    3.129443e-05    3.057475e-07
  0.019000    5.20122     -0.750000       0.233512        0.234793        0.0001146866    2.869325e-05    2.892488e-07
  0.020000    5.47497     -0.750000       0.234016        0.235299        0.0001146299    2.640867e-05    2.747646e-07
  0.020200    5.52972     -0.750000       0.234114        0.235398        0.0001145811    2.598496e-05    2.720734e-07
  0.020400    5.58447     -0.750000       0.234210        0.235494        0.0001145463    2.557138e-05    2.694462e-07
  0.020600    5.63922     -0.750000       0.234305        0.235589        0.0001144614    2.516758e-05    2.66889e-07
  0.020800    5.69397     -0.750000       0.234399        0.235684        0.0001144998    2.477332e-05    2.643833e-07
  0.021000    5.74872     -0.750000       0.234492        0.235776        0.0001145255    2.438815e-05    2.619348e-07
  0.021200    5.80347     -0.750000       0.234583        0.235869        0.0001145446    2.401194e-05    2.595457e-07
  0.021400    5.85822     -0.750000       0.234675        0.235960        0.0001144801    2.364427e-05    2.572029e-07
  0.021600    5.91297     -0.750000       0.234764        0.236050        0.0001144937    2.32849e-05     2.549226e-07
  0.021800    5.96772     -0.750000       0.234853        0.236140        0.0001144482    2.293358e-05    2.526759e-07
  0.022000    6.02246     -0.750000       0.234941        0.236228        0.0001144401    2.259002e-05    2.504873e-07
  0.022200    6.07721     -0.750000       0.235028        0.236315        0.0001143637    2.225402e-05    2.483357e-07
  0.022400    6.13196     -0.750000       0.235115        0.236402        0.0001143768    2.192527e-05    2.462376e-07
  0.022600    6.18671     -0.750000       0.235200        0.236488        0.0001142774    2.160362e-05    2.44179e-07
  0.022800    6.24146     -0.750000       0.235284        0.236572        0.0001144495    2.128883e-05    2.421584e-07
  0.023000    6.29621     -0.750000       0.235369        0.236657        0.0001143005    2.09808e-05     2.401865e-07
  0.023200    6.35096     -0.750000       0.235451        0.236739        0.0001143101    2.067907e-05    2.382483e-07
  0.023400    6.40571     -0.750000       0.235533        0.236822        0.0001143418    2.038364e-05    2.363493e-07
  0.023600    6.46046     -0.750000       0.235614        0.236903        0.0001142733    2.009429e-05    2.344892e-07
  0.023800    6.51521     -0.750000       0.235695        0.236984        0.0001142813    1.981088e-05    2.326603e-07
  0.024000    6.56996     -0.750000       0.235774        0.237063        0.0001142116    1.953316e-05    2.308639e-07
  0.025000    6.84371     -0.750000       0.236161        0.237452        0.0001141932    1.822523e-05    2.223688e-07
  0.026000    7.11746     -0.750000       0.236530        0.237823        0.000114148     1.703844e-05    2.145778e-07
  0.027000    7.39121     -0.750000       0.236885        0.238179        0.000113944     1.595766e-05    2.073975e-07
  0.028000    7.66496     -0.750000       0.237224        0.238519        0.0001140173    1.496991e-05    2.007369e-07
  0.029000    7.9387      -0.750000       0.237551        0.238847        0.0001138817    1.406434e-05    1.945334e-07
  0.030000    8.21245     -0.750000       0.237864        0.239162        0.0001138266    1.323178e-05    1.887268e-07
  0.031000    8.4862      -0.750000       0.238166        0.239465        0.000113748     1.246428e-05    1.8327e-07
  0.032000    8.75995     -0.750000       0.238459        0.239758        0.0001137357    1.175508e-05    1.781224e-07
  0.033000    9.0337      -0.750000       0.238740        0.240041        0.0001135177    1.10982e-05     1.732477e-07
  0.034000    9.30745     -0.750000       0.239014        0.240316        0.0001135563    1.048847e-05    1.686099e-07
  0.035000    9.58119     -0.750000       0.239277        0.240580        0.000113497     9.921503e-06    1.64192e-07
  0.036000    9.85494     -0.750000       0.239533        0.240837        0.0001134661    9.393329e-06    1.5997e-07
  0.037000    10.1287     -0.750000       0.239782        0.241087        0.0001134027    8.900393e-06    1.559202e-07
  0.038000    10.4024     -0.750000       0.240024        0.241329        0.0001132947    8.439738e-06    1.520287e-07
  0.039000    10.6762     -0.750000       0.240257        0.241564        0.0001132357    8.008526e-06    1.482826e-07
  0.040000    10.9499     -0.750000       0.240485        0.241793        0.0001132636    7.604332e-06    1.446697e-07
  0.005000    1.36874     -0.500000       0.220425        0.221655        0.0001238916    0.00025169      1.761046e-06
  0.006000    1.64249     -0.500000       0.223432        0.224674        0.0001208668    0.0001864592    1.330714e-06
  0.007000    1.91624     -0.500000       0.225703        0.226954        0.0001191609    0.0001450104    1.054672e-06
  0.008000    2.18999     -0.500000       0.227513        0.228771        0.0001181171    0.0001168919    8.671718e-07
  0.009000    2.46374     -0.500000       0.229011        0.230275        0.0001173761    9.682323e-05    7.336361e-07
  0.010000    2.73748     -0.500000       0.230286        0.231555        0.0001169069    8.191381e-05    6.348102e-07
  0.011000    3.01123     -0.500000       0.231394        0.232667        0.0001165684    7.047465e-05    5.594018e-07
  0.012000    3.28498     -0.500000       0.232374        0.233651        0.0001162399    6.146315e-05    5.00312e-07
  0.013000    3.55873     -0.500000       0.233250        0.234530        0.0001159874    5.420677e-05    4.530141e-07
  0.014000    3.83248     -0.500000       0.234044        0.235327        0.000115764     4.825491e-05    4.144452e-07
  0.015000    4.10623     -0.500000       0.234769        0.236055        0.000115566     4.329586e-05    3.824836e-07
  0.016000    4.37997     -0.500000       0.235435        0.236724        0.0001154259    3.910761e-05    3.556233e-07
  0.017000    4.65372     -0.500000       0.236053        0.237343        0.0001152315    3.552911e-05    3.327742e-07
  0.018000    4.92747     -0.500000       0.236627        0.237920        0.0001150651    3.243996e-05    3.131199e-07
  0.019000    5.20122     -0.500000       0.237164        0.238459        0.0001150185    2.974926e-05    2.960383e-07
  0.020000    5.47497     -0.500000       0.237668        0.238965        0.0001148412    2.738703e-05    2.810537e-07
  0.020200    5.52972     -0.500000       0.237766        0.239063        0.0001148419    2.694894e-05    2.782711e-07
  0.020400    5.58447     -0.500000       0.237862        0.239160        0.0001148036    2.652135e-05    2.755595e-07
  0.020600    5.63922     -0.500000       0.237957        0.239255        0.0001148487    2.610389e-05    2.729119e-07
  0.020800    5.69397     -0.500000       0.238051        0.239350        0.0001148127    2.56964e-05     2.703216e-07
  0.021000    5.74872     -0.500000       0.238144        0.239443        0.0001148012    2.529835e-05    2.67796e-07
  0.021200    5.80347     -0.500000       0.238236        0.239535        0.0001148092    2.490946e-05    2.653308e-07
  0.021400    5.85822     -0.500000       0.238327        0.239626        0.0001148048    2.452954e-05    2.629132e-07
  0.021600    5.91297     -0.500000       0.238417        0.239717        0.0001148265    2.415807e-05    2.605477e-07
  0.021800    5.96772     -0.500000       0.238506        0.239806        0.0001147805    2.3795e-05      2.582456e-07
  0.022000    6.02246     -0.500000       0.238595        0.239895        0.0001147589    2.344001e-05    2.559767e-07
  0.022200    6.07721     -0.500000       0.238682        0.239982        0.0001147244    2.309282e-05    2.537689e-07
  0.022400    6.13196     -0.500000       0.238768        0.240069        0.0001147303    2.275316e-05    2.515992e-07
  0.022600    6.18671     -0.500000       0.238853        0.240154        0.0001146508    2.242075e-05    2.494807e-07
  0.022800    6.24146     -0.500000       0.238938        0.240239        0.0001146458    2.209556e-05    2.474001e-07
  0.023000    6.29621     -0.500000       0.239021        0.240323        0.000114623     2.177723e-05    2.45363e-07
  0.023200    6.35096     -0.500000       0.239104        0.240406        0.0001145823    2.146559e-05    2.433715e-07
  0.023400    6.40571     -0.500000       0.239186        0.240488        0.000114557     2.116039e-05    2.414144e-07
  0.023600    6.46046     -0.500000       0.239267        0.240570        0.0001145758    2.086148e-05    2.39494e-07
  0.023800    6.51521     -0.500000       0.239348        0.240651        0.0001145891    2.05687e-05     2.376158e-07
  0.024000    6.56996     -0.500000       0.239427        0.240731        0.0001145494    2.028178e-05    2.357653e-07
  0.025000    6.84371     -0.500000       0.239814        0.241119        0.0001144301    1.893068e-05    2.270309e-07
  0.026000    7.11746     -0.500000       0.240184        0.241490        0.0001143124    1.770493e-05    2.190273e-07
  0.027000    7.39121     -0.500000       0.240538        0.241845        0.0001142156    1.658862e-05    2.116618e-07
  0.028000    7.66496     -0.500000       0.240876        0.242185        0.0001142803    1.556837e-05    2.048432e-07
  0.029000    7.9387      -0.500000       0.241202        0.242512        0.000114102     1.463311e-05    1.984989e-07
  0.030000    8.21245     -0.500000       0.241516        0.242827        0.0001141374    1.377322e-05    1.925727e-07
  0.031000    8.4862      -0.500000       0.241818        0.243131        0.000114029     1.298046e-05    1.870058e-07
  0.032000    8.75995     -0.500000       0.242110        0.243423        0.0001138669    1.224779e-05    1.817613e-07
  0.033000    9.0337      -0.500000       0.242391        0.243705        0.0001138884    1.156908e-05    1.768032e-07
  0.034000    9.30745     -0.500000       0.242665        0.243980        0.0001138491    1.093913e-05    1.720921e-07
  0.035000    9.58119     -0.500000       0.242928        0.244244        0.0001138315    1.035315e-05    1.676123e-07
  0.036000    9.85494     -0.500000       0.243184        0.244501        0.0001137152    9.807205e-06    1.633312e-07
  0.037000    10.1287     -0.500000       0.243432        0.244750        0.0001136143    9.297561e-06    1.592304e-07
  0.038000    10.4024     -0.500000       0.243672        0.244991        0.0001136566    8.821142e-06    1.552978e-07
  0.039000    10.6762     -0.500000       0.243907        0.245227        0.0001136188    8.375113e-06    1.515134e-07
  0.040000    10.9499     -0.500000       0.244134        0.245455        0.0001134459    7.956896e-06    1.478672e-07
  0.005000    1.36874     -0.250000       0.223815        0.225059        0.0001247102    0.0002618695    1.829998e-06
  0.006000    1.64249     -0.250000       0.226863        0.228119        0.0001214192    0.0001937746    1.380644e-06
  0.007000    1.91624     -0.250000       0.229160        0.230424        0.0001196341    0.000150546     1.092462e-06
  0.008000    2.18999     -0.250000       0.230987        0.232258        0.0001184789    0.0001212522    8.96814e-07
  0.009000    2.46374     -0.250000       0.232496        0.233773        0.0001177262    0.0001003676    7.57565e-07
  0.010000    2.73748     -0.250000       0.233780        0.235062        0.0001173034    8.48687e-05     6.546618e-07
  0.011000    3.01123     -0.250000       0.234894        0.236180        0.0001169848    7.298835e-05    5.76152e-07
  0.012000    3.28498     -0.250000       0.235877        0.237167        0.0001165243    6.36373e-05     5.147159e-07
  0.013000    3.55873     -0.250000       0.236757        0.238051        0.000116243     5.611379e-05    4.655623e-07
  0.014000    3.83248     -0.250000       0.237554        0.238850        0.000116124     4.994712e-05    4.255172e-07
  0.015000    4.10623     -0.250000       0.238280        0.239579        0.0001159596    4.481247e-05    3.923553e-07
  0.016000    4.37997     -0.250000       0.238947        0.240249        0.0001158457    4.047855e-05    3.645169e-07
  0.017000    4.65372     -0.250000       0.239566        0.240870        0.0001155458    3.677729e-05    3.408353e-07
  0.018000    4.92747     -0.250000       0.240141        0.241447        0.0001154106    3.358385e-05    3.204935e-07
  0.019000    5.20122     -0.250000       0.240679        0.241987        0.0001152864    3.080335e-05    3.028168e-07
  0.020000    5.47497     -0.250000       0.241184        0.242494        0.0001151591    2.836312e-05    2.87333e-07
  0.020200    5.52972     -0.250000       0.241281        0.242592        0.0001152338    2.791068e-05    2.844565e-07
  0.020400    5.58447     -0.250000       0.241377        0.242688        0.0001150893    2.74691e-05     2.816535e-07
  0.020600    5.63922     -0.250000       0.241473        0.242784        0.0001150811    2.703816e-05    2.789186e-07
  0.020800    5.69397     -0.250000       0.241567        0.242878        0.0001150726    2.661724e-05    2.762492e-07
  0.021000    5.74872     -0.250000       0.241660        0.242971        0.0001150357    2.620622e-05    2.73642e-07
  0.021200    5.80347     -0.250000       0.241752        0.243064        0.0001150195    2.580473e-05    2.710936e-07
  0.021400    5.85822     -0.250000       0.241843        0.243155        0.0001149971    2.541243e-05    2.68602e-07
  0.021600    5.91297     -0.250000       0.241933        0.243245        0.0001149975    2.502892e-05    2.661616e-07
  0.021800    5.96772     -0.250000       0.242022        0.243335        0.0001149917    2.465417e-05    2.637802e-07
  0.022000    6.02246     -0.250000       0.242110        0.243423        0.0001149581    2.428764e-05    2.61452e-07
  0.022200    6.07721     -0.250000       0.242197        0.243511        0.0001149177    2.392924e-05    2.591688e-07
  0.022400    6.13196     -0.250000       0.242283        0.243597        0.0001149154    2.357859e-05    2.569337e-07
  0.022600    6.18671     -0.250000       0.242368        0.243683        0.0001149751    2.323559e-05    2.547506e-07
  0.022800    6.24146     -0.250000       0.242453        0.243767        0.0001149013    2.289982e-05    2.526069e-07
  0.023000    6.29621     -0.250000       0.242537        0.243852        0.0001148681    2.257133e-05    2.505157e-07
  0.023200    6.35096     -0.250000       0.242619        0.243935        0.00011488      2.224966e-05    2.484559e-07
  0.023400    6.40571     -0.250000       0.242701        0.244017        0.0001148269    2.193463e-05    2.464422e-07
  0.023600    6.46046     -0.250000       0.242782        0.244098        0.0001148957    2.162616e-05    2.444696e-07
  0.023800    6.51521     -0.250000       0.242863        0.244179        0.000114828     2.132406e-05    2.425286e-07
  0.024000    6.56996     -0.250000       0.242942        0.244258        0.000114812     2.102795e-05    2.406299e-07
  0.025000    6.84371     -0.250000       0.243329        0.244647        0.0001146476    1.963383e-05    2.316489e-07
  0.026000    7.11746     -0.250000       0.243699        0.245018        0.0001146168    1.836915e-05    2.234353e-07
  0.027000    7.39121     -0.250000       0.244052        0.245373        0.0001146019    1.721735e-05    2.158816e-07
  0.028000    7.66496     -0.250000       0.244390        0.245712        0.0001144089    1.616485e-05    2.088988e-07
  0.029000    7.9387      -0.250000       0.244716        0.246039        0.0001144226    1.519998e-05    2.024105e-07
  0.030000    8.21245     -0.250000       0.245031        0.246355        0.0001143555    1.431285e-05    1.96353e-07
  0.031000    8.4862      -0.250000       0.245332        0.246657        0.0001142441    1.349491e-05    1.906781e-07
  0.032000    8.75995     -0.250000       0.245624        0.246950        0.0001141584    1.273891e-05    1.853366e-07
  0.033000    9.0337      -0.250000       0.245905        0.247232        0.0001141025    1.203856e-05    1.8029e-07
  0.034000    9.30745     -0.250000       0.246177        0.247505        0.0001140893    1.138836e-05    1.755067e-07
  0.035000    9.58119     -0.250000       0.246440        0.247769        0.0001140386    1.078355e-05    1.709546e-07
  0.036000    9.85494     -0.250000       0.246696        0.248026        0.0001139934    1.021991e-05    1.666144e-07
  0.037000    10.1287     -0.250000       0.246943        0.248274        0.0001139162    9.69372e-06     1.624645e-07
  0.038000    10.4024     -0.250000       0.247183        0.248515        0.0001138678    9.201659e-06    1.584869e-07
  0.039000    10.6762     -0.250000       0.247417        0.248749        0.0001138078    8.740907e-06    1.546606e-07
  0.040000    10.9499     -0.250000       0.247644        0.248977        0.0001138358    8.308843e-06    1.509719e-07
  0.005000    1.36874     0.000000        0.227082        0.228339        0.0001253908    0.0002721541    1.899693e-06
  0.006000    1.64249     0.000000        0.230172        0.231440        0.0001220414    0.0002011575    1.431075e-06
  0.007000    1.91624     0.000000        0.232493        0.233770        0.0001201159    0.0001561263    1.130587e-06
  0.008000    2.18999     0.000000        0.234336        0.235620        0.0001189693    0.0001256425    9.266797e-07
  0.009000    2.46374     0.000000        0.235856        0.237146        0.0001181547    0.0001039324    7.81712e-07
  0.010000    2.73748     0.000000        0.237147        0.238442        0.0001177409    8.783664e-05    6.745877e-07
  0.011000    3.01123     0.000000        0.238267        0.239566        0.0001173006    7.551081e-05    5.930066e-07
  0.012000    3.28498     0.000000        0.239255        0.240558        0.0001168242    6.581738e-05    5.291796e-07
  0.013000    3.55873     0.000000        0.240138        0.241444        0.0001166318    5.802427e-05    4.781749e-07
  0.014000    3.83248     0.000000        0.240936        0.242245        0.0001164166    5.164117e-05    4.366329e-07
  0.015000    4.10623     0.000000        0.241664        0.242976        0.0001162326    4.632969e-05    4.02252e-07
  0.016000    4.37997     0.000000        0.242334        0.243649        0.0001160574    4.184929e-05    3.734148e-07
  0.017000    4.65372     0.000000        0.242953        0.244270        0.0001158499    3.802477e-05    3.488949e-07
  0.018000    4.92747     0.000000        0.243529        0.244847        0.0001156948    3.472639e-05    3.278469e-07
  0.019000    5.20122     0.000000        0.244068        0.245388        0.0001155864    3.185585e-05    3.095748e-07
  0.020000    5.47497     0.000000        0.244572        0.245895        0.000115458     2.933739e-05    2.935895e-07
  0.020200    5.52972     0.000000        0.244669        0.245992        0.0001154525    2.887056e-05    2.906214e-07
  0.020400    5.58447     0.000000        0.244766        0.246089        0.0001154151    2.841494e-05    2.877357e-07
  0.020600    5.63922     0.000000        0.244862        0.246185        0.000115348     2.797023e-05    2.849052e-07
  0.020800    5.69397     0.000000        0.244955        0.246279        0.0001153569    2.753611e-05    2.82152e-07
  0.021000    5.74872     0.000000        0.245048        0.246372        0.0001152838    2.711209e-05    2.794577e-07
  0.021200    5.80347     0.000000        0.245140        0.246465        0.0001153672    2.669794e-05    2.768331e-07
  0.021400    5.85822     0.000000        0.245231        0.246556        0.000115282     2.629321e-05    2.742602e-07
  0.021600    5.91297     0.000000        0.245321        0.246646        0.0001152392    2.589777e-05    2.717526e-07
  0.021800    5.96772     0.000000        0.245410        0.246736        0.0001152048    2.551111e-05    2.693028e-07
  0.022000    6.02246     0.000000        0.245498        0.246824        0.0001151845    2.513311e-05    2.668933e-07
  0.022200    6.07721     0.000000        0.245586        0.246912        0.0001151891    2.476355e-05    2.645386e-07
  0.022400    6.13196     0.000000        0.245672        0.246999        0.0001151491    2.4402e-05      2.622408e-07
  0.022600    6.18671     0.000000        0.245758        0.247084        0.0001152239    2.404821e-05    2.599937e-07
  0.022800    6.24146     0.000000        0.245842        0.247169        0.0001152144    2.370205e-05    2.577921e-07
  0.023000    6.29621     0.000000        0.245925        0.247252        0.0001151669    2.336322e-05    2.556279e-07
  0.023200    6.35096     0.000000        0.246008        0.247335        0.0001150563    2.303151e-05    2.535143e-07
  0.023400    6.40571     0.000000        0.246090        0.247418        0.0001150582    2.270682e-05    2.514387e-07
  0.023600    6.46046     0.000000        0.246171        0.247499        0.0001150173    2.238878e-05    2.4941e-07
  0.023800    6.51521     0.000000        0.246252        0.247580        0.0001150652    2.207724e-05    2.474113e-07
  0.024000    6.56996     0.000000        0.246331        0.247660        0.0001150762    2.177203e-05    2.454623e-07
  0.025000    6.84371     0.000000        0.246717        0.248047        0.0001150182    2.033479e-05    2.362371e-07
  0.026000    7.11746     0.000000        0.247087        0.248418        0.0001149104    1.903121e-05    2.277986e-07
  0.027000    7.39121     0.000000        0.247440        0.248773        0.000114798     1.78441e-05     2.200609e-07
  0.028000    7.66496     0.000000        0.247780        0.249113        0.0001146734    1.675942e-05    2.129041e-07
  0.029000    7.9387      0.000000        0.248105        0.249440        0.0001147137    1.576502e-05    2.062715e-07
  0.030000    8.21245     0.000000        0.248417        0.249753        0.0001146762    1.485065e-05    2.000803e-07
  0.031000    8.4862      0.000000        0.248719        0.250056        0.0001145246    1.400767e-05    1.942946e-07
  0.032000    8.75995     0.000000        0.249010        0.250348        0.0001143982    1.322846e-05    1.888497e-07
  0.033000    9.0337      0.000000        0.249291        0.250630        0.0001144227    1.250654e-05    1.83718e-07
  0.034000    9.30745     0.000000        0.249562        0.250902        0.0001143058    1.183632e-05    1.788501e-07
  0.035000    9.58119     0.000000        0.249825        0.251166        0.0001142612    1.121274e-05    1.742353e-07
  0.036000    9.85494     0.000000        0.250080        0.251423        0.0001141394    1.063153e-05    1.698311e-07
  0.037000    10.1287     0.000000        0.250327        0.251670        0.0001141283    1.008883e-05    1.656283e-07
  0.038000    10.4024     0.000000        0.250567        0.251911        0.0001140721    9.581334e-06    1.616011e-07
  0.039000    10.6762     0.000000        0.250800        0.252145        0.0001141248    9.105979e-06    1.577339e-07
  0.040000    10.9499     0.000000        0.251027        0.252373        0.0001140324    8.660125e-06    1.540111e-07
  0.005000    1.36874     0.250000        0.230233        0.231501        0.000125982     0.0002825419    1.970347e-06
  0.006000    1.64249     0.250000        0.233363        0.234643        0.0001224511    0.0002086085    1.482162e-06
  0.007000    1.91624     0.250000        0.235710        0.236999        0.0001204689    0.0001617519    1.169168e-06
  0.008000    2.18999     0.250000        0.237568        0.238865        0.0001192916    0.000130063     9.568536e-07
  0.009000    2.46374     0.250000        0.239099        0.240401        0.0001185022    0.0001075174    8.060052e-07
  0.010000    2.73748     0.250000        0.240397        0.241704        0.0001178423    9.081884e-05    6.947105e-07
  0.011000    3.01123     0.250000        0.241523        0.242834        0.0001174725    7.804259e-05    6.099789e-07
  0.012000    3.28498     0.250000        0.242515        0.243830        0.0001171289    6.800356e-05    5.437525e-07
  0.013000    3.55873     0.250000        0.243402        0.244720        0.0001168742    5.993864e-05    4.908319e-07
  0.014000    3.83248     0.250000        0.244202        0.245523        0.0001166379    5.333751e-05    4.477955e-07
  0.015000    4.10623     0.250000        0.244932        0.246255        0.0001164445    4.784801e-05    4.121981e-07
  0.016000    4.37997     0.250000        0.245602        0.246928        0.0001161707    4.321992e-05    3.82336e-07
  0.017000    4.65372     0.250000        0.246223        0.247551        0.0001160093    3.927157e-05    3.569902e-07
  0.018000    4.92747     0.250000        0.246799        0.248130        0.0001158045    3.586796e-05    3.35213e-07
  0.019000    5.20122     0.250000        0.247338        0.248670        0.0001158148    3.290695e-05    3.163525e-07
  0.020000    5.47497     0.250000        0.247844        0.249178        0.0001156644    3.031007e-05    2.998471e-07
  0.020200    5.52972     0.250000        0.247940        0.249275        0.000115674     2.982873e-05    2.967852e-07
  0.020400    5.58447     0.250000        0.248037        0.249372        0.0001155831    2.935904e-05    2.93808e-07
  0.020600    5.63922     0.250000        0.248132        0.249467        0.000115596     2.890071e-05    2.908909e-07
  0.020800    5.69397     0.250000        0.248226        0.249562        0.000115505     2.845319e-05    2.880509e-07
  0.021000    5.74872     0.250000        0.248319        0.249655        0.0001155008    2.80161e-05     2.852828e-07
  0.021200    5.80347     0.250000        0.248411        0.249747        0.0001154584    2.758921e-05    2.825727e-07
  0.021400    5.85822     0.250000        0.248503        0.249839        0.0001155286    2.717226e-05    2.799177e-07
  0.021600    5.91297     0.250000        0.248592        0.249929        0.0001154909    2.676457e-05    2.773279e-07
  0.021800    5.96772     0.250000        0.248681        0.250019        0.0001154457    2.636625e-05    2.748036e-07
  0.022000    6.02246     0.250000        0.248769        0.250106        0.0001153585    2.597674e-05    2.723303e-07
  0.022200    6.07721     0.250000        0.248856        0.250194        0.0001154082    2.559585e-05    2.699134e-07
  0.022400    6.13196     0.250000        0.248942        0.250281        0.0001153996    2.522336e-05    2.67543e-07
  0.022600    6.18671     0.250000        0.249027        0.250365        0.0001153906    2.485882e-05    2.652212e-07
  0.022800    6.24146     0.250000        0.249112        0.250451        0.0001153442    2.450227e-05    2.629502e-07
  0.023000    6.29621     0.250000        0.249196        0.250535        0.0001153184    2.415318e-05    2.607323e-07
  0.023200    6.35096     0.250000        0.249279        0.250618        0.0001153332    2.381154e-05    2.585529e-07
  0.023400    6.40571     0.250000        0.249360        0.250700        0.0001152557    2.347697e-05    2.564208e-07
  0.023600    6.46046     0.250000        0.249441        0.250781        0.0001152072    2.314931e-05    2.54332e-07
  0.023800    6.51521     0.250000        0.249522        0.250862        0.0001152124    2.28285e-05     2.522924e-07
  0.024000    6.56996     0.250000        0.249601        0.250942        0.0001151554    2.25141e-05     2.502768e-07
  0.025000    6.84371     0.250000        0.249988        0.251330        0.0001150775    2.103384e-05    2.407958e-07
  0.026000    7.11746     0.250000        0.250357        0.251700        0.0001149906    1.969138e-05    2.321414e-07
  0.027000    7.39121     0.250000        0.250709        0.252054        0.0001150097    1.846899e-05    2.242027e-07
  0.028000    7.66496     0.250000        0.251048        0.252394        0.0001148361    1.735209e-05    2.168827e-07
  0.029000    7.9387      0.250000        0.251373        0.252720        0.0001148657    1.632824e-05    2.100926e-07
  0.030000    8.21245     0.250000        0.251686        0.253034        0.0001146948    1.538685e-05    2.037745e-07
  0.031000    8.4862      0.250000        0.251987        0.253336        0.0001145601    1.451883e-05    1.978675e-07
  0.032000    8.75995     0.250000        0.252278        0.253628        0.0001146378    1.371656e-05    1.923186e-07
  0.033000    9.0337      0.250000        0.252558        0.253909        0.000114463     1.297319e-05    1.870916e-07
  0.034000    9.30745     0.250000        0.252829        0.254181        0.0001145219    1.228294e-05    1.8215e-07
