# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: 347acddd9ac84e46
# fingerprint: {"QED_corrections":false,"T_start_cosmo_MeV":40.0,"format_version":1,"incomplete_decoupling":true,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","sampling_nTOp_thermal_per_decade":20}
1.584893192461110950e+08 2.174659012669182215e-07 1.911615472836101954e-46
1.783011135732713044e+08 3.716902181612144161e-07 9.331396744731605402e-42
2.005894608715007603e+08 6.119710861330286043e-07 1.405185733133587984e-37
2.256639400975164175e+08 9.627299346721941942e-07 7.430439767366284036e-34
2.538728288070835173e+08 1.483416338810008960e-06 1.549512677051188719e-30
2.856079406335778236e+08 2.280658983133294616e-06 1.410057189484738896e-27
3.213100674705891013e+08 3.461488131563266380e-06 6.127305326606226408e-25
3.614751019489566088e+08 5.222060057911737581e-06 1.380493001203223139e-22
4.066609252477573752e+08 7.929749157990877761e-06 1.733764702582376596e-20
4.574951559090070128e+08 1.190896859359049941e-05 1.294225969904350602e-18
5.146838672849866748e+08 1.807438337619967611e-05 6.093835553330781070e-17
5.790213947010961771e+08 2.754771358975629091e-05 1.908786178662141108e-15
6.514013685530252457e+08 4.197107325508578286e-05 4.173439839268387617e-14
7.328291265848643780e+08 6.459020126793355650e-05 6.662592753582926118e-13
8.244356777512959242e+08 1.001842262521703887e-04 8.055540615503327787e-12
9.274934116180050373e+08 1.567463511824541359e-04 7.635765131545484206e-11
1.043433771499526024e+09 2.456854018150270960e-04 5.856794762334941346e-10
1.173867136809529066e+09 3.839022392263163668e-04 3.735389758038922714e-09
1.320605190783809423e+09 5.925071915408346634e-04 2.035789532462446283e-08
1.485686084257525444e+09 8.981913628968177460e-04 9.697442920009516201e-08
1.671402745014494658e+09 1.331938176998573309e-03 4.129499969386190073e-07
1.880334725917622328e+09 1.914655600279573794e-03 1.589526972790865551e-06
2.115384034182041407e+09 2.663278616481419558e-03 5.515143922839207862e-06
2.379815439449759007e+09 3.566058233445894548e-03 1.717638982886471766e-05
2.677301820533663750e+09 4.563901548382646133e-03 4.800594557410797818e-05
3.011975180684689045e+09 5.542460141581644767e-03 1.205102726717231012e-04
3.388484039969858170e+09 6.256196351971808796e-03 2.728286554777845422e-04
3.812058001925625801e+09 6.300118281896622749e-03 5.596321411424569998e-04
4.288580391299249172e+09 5.013603298177453371e-03 1.041000031219272218e-03
4.824669971796293259e+09 1.608599839247659702e-03 1.764267773471184589e-03
5.427772878871209145e+09 -5.003682738615546077e-03 2.714523980279546708e-03
6.106266044481631279e+09 -1.548456957097170406e-02 3.833669333512745251e-03
6.869573550347902298e+09 -2.928413231161269142e-02 5.086881442545833007e-03
7.728297525831991196e+09 -4.161380400386732736e-02 7.026154161453041641e-03
8.694365408571296692e+09 -3.865638001957454051e-02 1.279787245239110381e-02
9.781195613276195526e+09 1.765326094806121682e-02 3.214414606854887335e-02
1.100388390978551674e+10 2.134957720400659786e-01 9.419003436308040489e-02
1.237941309911894608e+10 7.320208950833484440e-01 2.732199267262048759e-01
1.392688889986894226e+10 1.981607701576222125e+00 7.463472007169689171e-01
1.566780532132795143e+10 4.770078957521524998e+00 1.923431763196271405e+00
1.762634320931091309e+10 1.077100295540953212e+01 4.712103564322507765e+00
1.982970611139097595e+10 2.326965896582386151e+01 1.107358066857836398e+01
2.230849812662348175e+10 4.888119871519002402e+01 2.512027003920523072e+01
2.509714898798648071e+10 1.002818885067128889e+02 5.533769184485160508e+01
2.823439228181358719e+10 2.027544578028151818e+02 1.192480851055089772e+02
3.176380344655600739e+10 4.037218639437318757e+02 2.520556276126950195e+02
3.573440502352600861e+10 7.968949679525114789e+02 5.238199840445920472e+02
4.020134756638687897e+10 1.558176088628264779e+03 1.072919835004457354e+03
4.522667566703415680e+10 3.033785065305918579e+03 2.176299713095071183e+03
5.088018973775251007e+10 5.859360045376796734e+03 4.361404387387202405e+03
5.724041551956611633e+10 1.126591986125010953e+04 8.660278398437119904e+03
6.439569478298348236e+10 2.159457508300897098e+04 1.710471603232639609e+04
7.244541237066476440e+10 4.120887872427071125e+04 3.349858839931371040e+04
8.150137662529786682e+10 7.838540765321152867e+04 6.526024815477656375e+04
9.168937237644023132e+10 1.488146530412209104e+05 1.264301256584799121e+05
1.031509080568829041e+11 2.817427225198693923e+05 2.436614913229074155e+05
1.160451812155009613e+11 5.323481386956409551e+05 4.678850357862601522e+05
