1.277497374999999984e-02,1.000001846323023802e+00,1.000001846322595034e+00,1.000001846324571009e+00,1.000001846320619059e+00,2.441258103153421877e-05,3.041859208963160199e-09,1.613976818859441664e-08,4.016238341897349073e-08,7.589969386323502931e-08,1.244818623735710617e-07,1.873735757662586821e-07,2.663538634095630186e-07,3.634790595175019234e-07,4.810232847596296324e-07,6.213916234898420043e-07,7.870039104851400680e-07,9.801517717455965339e-07,1.202838078029344615e-06,1.456615077666256752e-06,1.742443384689096320e-06,2.060596135944336993e-06,2.410629128313246383e-06,2.791428032944409665e-06,3.201329720425860614e-06,3.638300132724481273e-06,4.100140385210337968e-06,4.584689134334851701e-06,5.089993263096559417e-06,5.614428616462774357e-06,6.156764316589402597e-06,6.716174700605037629e-06,7.292209992737497259e-06,7.884739818830865943e-06,8.493883342231001166e-06,9.119937312451753542e-06,9.763309972043998641e-06,1.042446541776875790e-05,1.110388033054299228e-05,1.180201297001914895e-05,1.251928312417938116e-05,1.325606108082411083e-05,1.401266352685226479e-05,1.478935434273687122e-05,1.558634858933594103e-05,1.640381827039405493e-05,1.724189884289017982e-05,1.810069571184236281e-05,1.898029027969094784e-05,1.988074525693939165e-05,2.080210915189617538e-05,2.174441992974784910e-05,2.270770791068521532e-05,2.369199800211774232e-05,2.469731137355601902e-05,2.572366669362224911e-05,2.677108102000502754e-05,2.783957042029605589e-05,2.892915041941002130e-05,3.003983628380169080e-05,3.117164322352650174e-05,3.232458652968617230e-05,3.349868164281843974e-05,3.469394421906635273e-05,3.591039016859198796e-05,3.714803566801094803e-05,3.840689716549938737e-05,3.968699141987386270e-05,4.098833546706259767e-05,4.231094666162782403e-05,4.365484264301500161e-05,4.502004137085791058e-05,4.640656110521668154e-05,4.781442042078865029e-05,4.924363818803456638e-05,5.069423360981595295e-05,5.216622618586796989e-05,5.365963573877863269e-05,5.517448240377476054e-05,5.671078663938011744e-05,5.826856921253842359e-05,5.984785122792324330e-05,6.144865409418720503e-05,6.307099956370798566e-05,6.471490969750526290e-05,6.638040689321833554e-05
1.295285343962447773e-02,1.000001899056184307e+00,1.000001898363118258e+00,1.000001897996794842e+00,1.000001897998281430e+00,2.610662346444759047e-05,2.592405623502713752e-09,1.576859554042187028e-08,4.039751355655596399e-08,7.711551397449056822e-08,1.270482561377406228e-07,1.916950402858219604e-07,2.728793049300293205e-07,3.727193187419430842e-07,4.935523609805869683e-07,6.378535304385479776e-07,8.081103819446155967e-07,1.006681948467758048e-06,1.235628019902179631e-06,1.496546993218217381e-06,1.790427555770079948e-06,2.117553629332746823e-06,2.477471439554790322e-06,2.869035651498208495e-06,3.290538366007567106e-06,3.739890507947762899e-06,4.214827652226915689e-06,4.713128878730543647e-06,5.232784677122737094e-06,5.772122033897986171e-06,6.329872478838538541e-06,6.905190718775600089e-06,7.497611071771714819e-06,8.107000180501700015e-06,8.733479890166151449e-06,9.377358066720020702e-06,1.003905221530487779e-05,1.071903954619202182e-05,1.141781238223060768e-05,1.213583891890301913e-05,1.287355441781379284e-05,1.363133455556386764e-05,1.440950776832039537e-05,1.520834406543158934e-05,1.602806603062667534e-05,1.686884727170046006e-05,1.773083003620001818e-05,1.861412022319264281e-05,1.951880243100667656e-05,2.044494151953735184e-05,2.139258558386814002e-05,2.236177544689965657e-05,2.335254151542009993e-05,2.436490880008967963e-05,2.539890010133660780e-05,2.645453311389545092e-05,2.753182728199021767e-05,2.863079717818628467e-05,2.975146024652985943e-05,3.089383157184322215e-05,3.205792653093730848e-05,3.324376189883793131e-05,3.445135212465366692e-05,3.568071465553934729e-05,3.693186490982824921e-05,3.820482039396111418e-05,3.949959722282514463e-05,4.081621347618025197e-05,4.215468578716574655e-05,4.351503313815285878e-05,4.489727201861803962e-05,4.630142281492055645e-05,4.772750288517535466e-05,4.917553219296877387e-05,5.064552949263223525e-05,5.213751451593751085e-05,5.365150877034707833e-05,5.518753039868151689e-05,5.674560115398463722e-05,5.832574304265314424e-05,5.992797528242554961e-05,6.155232001026078592e-05,6.319880303129465915e-05,6.486743971545472220e-05,6.655826178181278863e-05,6.827129920017327436e-05
1.313320993934658301e-02,1.000001952509187442e+00,1.000001951776769316e+00,1.000001951389999144e+00,1.000001951390799393e+00,2.705041848770686685e-05,2.326917769579495143e-09,1.604280863709561800e-08,4.146229981571991630e-08,7.923937062059849268e-08,1.305834533837924027e-07,1.970503324955075186e-07,2.805183658693977122e-07,3.831665140729967334e-07,5.073983109227242494e-07,6.557586991196018289e-07,8.308052479311101024e-07,1.034963383217402111e-06,1.270350905580031053e-06,1.538611240858855922e-06,1.840760951221653841e-06,2.177091996902191795e-06,2.547137879949090689e-06,2.949721072953437329e-06,3.383085642294503259e-06,3.845083737186172357e-06,4.333387213728556731e-06,4.845712644030442107e-06,5.379993950782591128e-06,5.934511018157451190e-06,6.507959652513051196e-06,7.099470748395120268e-06,7.708565490371910300e-06,8.335106747026088669e-06,8.979219772164981350e-06,9.641221078382500309e-06,1.032153990654371967e-05,1.102066688596359256e-05,1.173910818730306005e-05,1.247734517595411319e-05,1.323582535928125026e-05,1.401493498298655993e-05,1.481501172695409707e-05,1.563633319645596487e-05,1.647912824220831851e-05,1.734357535654318383e-05,1.822982079136004074e-05,1.913797342889544950e-05,2.006812024868409594e-05,2.102032793604990957e-05,2.199464594410116547e-05,2.299111624526339881e-05,2.400977010297289382e-05,2.505063323376965911e-05,2.611372908334352871e-05,2.719907584358693953e-05,2.830669351139292189e-05,2.943659706922119312e-05,3.058880445361289446e-05,3.176333117838048281e-05,3.296019305332187344e-05,3.417940732841628915e-05,3.542098886177846850e-05,3.668495559461248945e-05,3.797132338001496521e-05,3.928011022069632929e-05,4.061133268673522423e-05,4.196500937037050960e-05,4.334115737414379055e-05,4.473979621821833064e-05,4.616094285814220655e-05,4.760461825736861385e-05,4.907084026517516406e-05,5.055962940958558249e-05,5.207100497717220833e-05,5.360498725770490580e-05,5.516159836971290531e-05,5.674085697204844791e-05,5.834278544192272875e-05,5.996740642233433505e-05,6.161473969790165484e-05,6.328480810480208163e-05,6.497763833057668137e-05,6.669324641905838291e-05,6.843166573355929927e-05,7.019292597787440968e-05
1.331607773645528819e-02,1.000002007469200871e+00,1.000002006692348289e+00,1.000002006281649258e+00,1.000002006283473133e+00,2.781115561854303743e-05,2.255046593901965934e-09,1.646858627246672313e-08,4.257955432684923380e-08,8.140702800751853374e-08,1.341916315844571272e-07,2.025275143147098333e-07,2.883440883838517266e-07,3.938809287618028065e-07,5.216086984560774908e-07,6.741437277302253506e-07,8.541156635288871257e-07,1.064018357199714160e-06,1.306029319136925437e-06,1.581838315445338594e-06,1.892490607335872710e-06,2.238286454181448448e-06,2.618746300031560281e-06,3.032659530166625927e-06,3.478220832020539888e-06,3.953221928032490950e-06,4.455269155378971391e-06,4.982014811583113101e-06,5.531334652753017167e-06,6.101460121143986726e-06,6.691050286722344254e-06,7.299211549849360381e-06,7.925451587675880205e-06,8.569629378119003604e-06,9.231873675741297802e-06,9.912509880471986889e-06,1.061197929619339675e-05,1.133078634785178451e-05,1.206945144249793600e-05,1.282846948535976139e-05,1.360830057484108124e-05,1.440934182506126149e-05,1.523194041608277871e-05,1.607638176914782946e-05,1.694290117226771031e-05,1.783168214553043640e-05,1.874287505687632915e-05,1.967659185386771981e-05,2.063292196674559875e-05,2.161193395999738698e-05,2.261367867828489864e-05,2.363819928041799301e-05,2.468552790912958983e-05,2.575569100882191265e-05,2.684871268621158436e-05,2.796461164700225766e-05,2.910340845296843781e-05,3.026511851200730518e-05,3.144976026669965563e-05,3.265734966984012999e-05,3.388790297886856706e-05,3.514143793159618667e-05,3.641796980646816451e-05,3.771751705183845615e-05,3.904009597066604442e-05,4.038572507369941889e-05,4.175442140108565070e-05,4.314620406975500089e-05,4.456109066763858095e-05,4.599910126579231928e-05,4.746025330026881761e-05,4.894456832715832206e-05,5.045206470022378653e-05,5.198276352769148900e-05,5.353668464058713994e-05,5.511384889977932744e-05,5.671427904441195267e-05,5.833799425292163221e-05,5.998501751003360027e-05,6.165537205937710041e-05,6.334907818117407885e-05,6.506615914991797922e-05,6.680664196800911725e-05,6.857054245412719240e-05,7.035789277209936188e-05,7.216872666382379009e-05
1.350149179844317357e-02,1.000002063976447753e+00,1.000002063153302645e+00,1.000002062717906259e+00,1.000002062720261709e+00,2.859365108936462509e-05,2.253679465269442517e-09,1.690672490894939983e-08,4.373174555816206066e-08,8.364509507252648746e-08,1.379127840817062634e-07,2.081705154921564827e-07,2.964011593942217360e-07,4.049070461142889599e-07,5.362281898513288070e-07,6.930545146666133860e-07,8.780897740034987464e-07,1.093898099213674868e-06,1.342718351837746127e-06,1.626287924327840528e-06,1.945681573189972369e-06,2.301208076982419470e-06,2.692374444501766106e-06,3.117936045571312320e-06,3.576036795127635060e-06,4.064406291082178768e-06,4.580583510938041059e-06,5.122154673742329578e-06,5.686935733661968584e-06,6.273108332566224021e-06,6.879293773076611274e-06,7.504573272587578003e-06,8.148440622912644926e-06,8.810750802723532615e-06,9.491636167258121759e-06,1.019143125113863846e-05,1.091058976254721813e-05,1.164963031086152512e-05,1.240908793631589901e-05,1.318947146811133564e-05,1.399125394763167662e-05,1.481484366294694155e-05,1.566059756274995607e-05,1.652880910052445529e-05,1.741972018765025609e-05,1.833351950852879497e-05,1.927036166526896466e-05,2.023036175669012948e-05,2.121361173279545653e-05,2.222018208875020662e-05,2.325012510295820789e-05,2.430348514947944238e-05,2.538029527832108556e-05,2.648058268106545654e-05,2.760437214477384771e-05,2.875168290339402688e-05,2.992253610023531962e-05,3.111694757840233194e-05,3.233493630361294890e-05,3.357651867852418093e-05,3.484171142043024361e-05,3.613053277051747614e-05,3.744299843866372157e-05,3.877912739524980168e-05,4.013893640464338830e-05,4.152244450161823863e-05,4.292966920860230573e-05,4.436063018342650821e-05,4.581534551140187261e-05,4.729383583224056053e-05,4.879611907537828586e-05,5.032221740641773522e-05,5.187214969870623804e-05,5.344593765710392574e-05,5.504360167463140385e-05,5.666516320079750813e-05,5.831064561734322638e-05,5.998006864338378819e-05,6.167345590846196046e-05,6.339083130368905472e-05,6.513221566817328778e-05,6.689763288680872222e-05,6.868711062479881946e-05,7.050066499303397904e-05,7.233832857633792912e-05,7.420013676262549041e-05
1.368948757969278007e-02,1.000002122074779232e+00,1.000002121202924865e+00,1.000002120743261447e+00,1.000002120742722100e+00,2.939795487748652567e-05,2.288850220466542851e-09,1.734537335984498441e-08,4.491313942978081286e-08,8.594789924210033405e-08,1.417418566962425075e-07,2.139756654084834508e-07,3.046879326618068262e-07,4.162458238088362350e-07,5.512608918234462863e-07,7.124988277151800276e-07,9.027395411198568809e-07,1.124619380288294224e-06,1.380440269427296585e-06,1.671988564044823988e-06,2.000369336840890355e-06,2.365900123368902541e-06,2.768074122805330717e-06,3.205611724732548851e-06,3.676604649838211003e-06,4.178718620462262834e-06,4.709423362170284122e-06,5.266237154799568998e-06,5.846914468365937978e-06,6.449585743251162739e-06,7.072833450694204771e-06,7.715712916800399057e-06,8.377703656359258844e-06,9.058656534666198468e-06,9.758707606888350483e-06,1.047820080124495234e-05,1.121760257816184492e-05,1.197744612624340732e-05,1.275828153546321175e-05,1.356063194601908606e-05,1.438498370953666949e-05,1.523175659956521599e-05,1.610131761031752262e-05,1.699396845289413704e-05,1.790995784700655236e-05,1.884947978858519946e-05,1.981269323159118301e-05,2.079971651602896543e-05,2.181064418138589645e-05,2.284554870835009410e-05,2.390448384881338484e-05,2.498749522783505483e-05,2.609461682911984326e-05,2.722587660963782241e-05,2.838130005677896861e-05,2.956090695005464397e-05,3.076471902785371526e-05,3.199275258380929188e-05,3.324502711721244452e-05,3.452155949767998777e-05,3.582236691457296729e-05,3.714746812488733951e-05,3.849687928281220195e-05,3.987061989740858792e-05,4.126870720555508854e-05,4.269116078225998479e-05,4.413799864511069870e-05,4.560924100882601806e-05,4.710490647030773914e-05,4.862501625346737910e-05,5.016958879489052947e-05,5.173864688901019804e-05,5.333220994141463223e-05,5.495030027313774212e-05,5.659293885340588304e-05,5.826014773990806361e-05,5.995195097630023895e-05,6.166836884080595382e-05,6.340942563487494965e-05,6.517514592951911823e-05,6.696555116070257441e-05,6.878066591275988628e-05,7.062051868245156072e-05,7.248512611357504909e-05,7.437452195468985394e-05,7.628874219811621060e-05
1.388010102825613587e-02,1.000002181809786617e+00,1.000002180885869452e+00,1.000002180397537854e+00,1.000002180399376828e+00,3.022394729716960940e-05,2.309193281035959444e-09,1.777969038663229639e-08,4.612016657468132053e-08,8.831010411824991024e-08,1.456737448446432381e-07,2.199392803436950317e-07,3.132029338104302951e-07,4.278986165395792796e-07,5.667114777452297858e-07,7.324851105661167594e-07,9.280777142350871145e-07,1.156199883833863851e-06,1.419218393250432086e-06,1.718969945052606363e-06,2.056590787224976680e-06,2.432407465446928541e-06,2.845898981806982420e-06,3.295749770648725985e-06,3.779997886921293571e-06,4.296243384160902679e-06,4.841884783113314938e-06,5.414370512157873350e-06,6.011391824989331667e-06,6.631026514769544633e-06,7.271817126675017562e-06,7.932792361886598087e-06,8.613417052272254182e-06,9.313537835620167016e-06,1.003329456650270401e-05,1.077304082897079240e-05,1.153325619274170322e-05,1.231448883776131709e-05,1.311730432473900976e-05,1.394224050765835443e-05,1.478979742186581348e-05,1.566040665101908758e-05,1.655444551618145965e-05,1.747222421921712510e-05,1.841399847979374726e-05,1.937996775525085980e-05,2.037029547286017817e-05,2.138510330662590775e-05,2.242448845768407750e-05,2.348852544953317079e-05,2.457726954818717502e-05,2.569076766456568350e-05,2.682905474116203948e-05,2.799215952631328719e-05,2.918010822483552147e-05,3.039292117645864266e-05,3.163062073352485015e-05,3.289322365196412079e-05,3.418074998129405628e-05,3.549321706830532719e-05,3.683064259063506540e-05,3.819304583485561011e-05,3.958044341301203417e-05,4.099285538550212493e-05,4.243029947925691658e-05,4.389279582128757795e-05,4.538036294032821161e-05,4.689302162308450761e-05,4.843079099337010973e-05,4.999369287506105763e-05,5.158174622765798745e-05,5.319497448974530585e-05,5.483339761758188047e-05,5.649703856436261162e-05,5.818591889150681595e-05,5.990006128264724339e-05,6.163949046200656312e-05,6.340422728312589129e-05,6.519429673645937839e-05,6.700972409245942174e-05,6.885053139904506736e-05,7.071674395309202055e-05,7.260839109290984084e-05,7.452548998854169326e-05,7.646807551542345038e-05,7.843618440284139126e-05
1.407336859272863630e-02,1.000002243228083065e+00,1.000002242248025253e+00,1.000002241729492036e+00,1.000002241732486308e+00,3.107394168357139024e-05,2.307375401855438213e-09,1.823090145514072447e-08,4.735846381720421050e-08,9.073157114514174282e-08,1.497075743372988654e-07,2.260616258631387154e-07,3.219485009697820033e-07,4.398704802621722365e-07,5.825882132270976399e-07,7.530253229859340536e-07,9.541205197027835538e-07,1.188660774253946784e-06,1.459079549404052045e-06,1.767265324970068718e-06,2.114386416396385471e-06,2.500778642833267895e-06,2.925906419815049730e-06,3.388417219474249009e-06,3.886293924004746714e-06,4.417069070283830001e-06,4.978067970728972114e-06,5.566667232059785420e-06,6.180493108409734759e-06,6.817569261352574017e-06,7.476397177352822609e-06,8.155978183266299197e-06,8.855762010817613827e-06,9.575590944166378904e-06,1.031560874342751788e-05,1.107617892026624418e-05,1.185779451717827726e-05,1.266101912866801626e-05,1.348643421894557548e-05,1.433459277300208612e-05,1.520600889115542032e-05,1.610112630134885592e-05,1.702033294148641573e-05,1.796394774378207160e-05,1.893223362481322170e-05,1.992539565720541361e-05,2.094360186899457688e-05,2.198697735966703704e-05,2.305562206883493559e-05,2.414961261920645086e-05,2.526900583443847381e-05,2.641384994928053231e-05,2.758418089143788166e-05,2.878002822015446327e-05,3.000141888187535244e-05,3.124837379009370864e-05,3.252091593042294448e-05,3.381906253130395612e-05,3.514283421135466767e-05,3.649224880808432658e-05,3.786732449873042583e-05,3.926808111631707732e-05,4.069453574362391635e-05,4.214670900903882966e-05,4.362461914020343556e-05,4.512828683611580516e-05,4.665773114842508562e-05,4.821297345336539308e-05,4.979403341631716273e-05,5.140093347844043592e-05,5.303369313591765888e-05,5.469233649213478543e-05,5.637688406778806893e-05,5.808735946510878989e-05,5.982378485769324072e-05,6.158618356977285657e-05,6.337458102456672293e-05,6.518899866558847123e-05,6.702946218717364957e-05,6.889599756876307879e-05,7.078862747289527135e-05,7.270737788300785098e-05,7.465227890302017499e-05,7.662334809133142244e-05,7.862062099883715405e-05,8.064413583031004862e-05
1.426932722921862504e-02,1.000002306376103656e+00,1.000002305336537001e+00,1.000002304787851459e+00,1.000002304788350393e+00,3.194789326774638994e-05,2.307662727574211203e-09,1.868139887228892349e-08,4.862582292375350335e-08,9.321804461670524233e-08,1.538524312394429217e-07,2.323538050852391734e-07,3.309375362636757245e-07,4.521763394826905369e-07,5.989085831714646702e-07,7.741402057170887474e-07,9.808926779708571075e-07,1.222031479786167552e-06,1.500058646408675145e-06,1.816915893071424648e-06,2.173804505956056232e-06,2.571069844581330699e-06,3.008161328921232780e-06,3.483688431282772058e-06,3.995577312565501416e-06,4.541291092285959508e-06,5.118079813737352879e-06,5.723246242039792264e-06,6.354349798787239934e-06,7.009358488740957682e-06,7.686731584577444210e-06,8.385442262781594991e-06,9.104924727498797665e-06,9.845016786247384744e-06,1.060586621326464751e-05,1.138784672205517268e-05,1.219146521069802702e-05,1.301730111769039411e-05,1.386595225993936253e-05,1.473798717510632628e-05,1.563393442904903452e-05,1.655425023194823098e-05,1.749933343897502880e-05,1.846951195716428629e-05,1.946505610361803917e-05,2.048617672389951849e-05,2.153304657581678327e-05,2.260579428203790542e-05,2.370452259636834924e-05,2.482931030112212056e-05,2.598021582178589028e-05,2.715728875313239143e-05,2.836056603561232237e-05,2.959007806468960666e-05,3.084585254620186845e-05,3.212791098761158537e-05,3.343627702179219341e-05,3.477096836723703177e-05,3.613200622343271107e-05,3.751940893481631178e-05,3.893319519376881033e-05,4.037338539331081222e-05,4.183999710005714689e-05,4.333305152814936889e-05,4.485256742037257993e-05,4.639856606103442971e-05,4.797106704379494602e-05,4.957009234818343657e-05,5.119566219669025031e-05,5.284779966707731091e-05,5.452652480708586324e-05,5.623186240244493206e-05,5.796383355560763562e-05,5.972246253649338144e-05,6.150777214664060466e-05,6.331978637175161850e-05,6.515853135358185000e-05,6.702402914315896965e-05,6.891630616046029445e-05,7.083538911767384150e-05,7.278130131704863004e-05,7.475406946344520520e-05,7.675372448767703304e-05,7.878028440400086652e-05,8.083378564016641121e-05,8.291426765483222994e-05
1.446801440841408506e-02,1.000002371302456616e+00,1.000002370199893020e+00,1.000002369617440712e+00,1.000002369618995468e+00,3.284647819954023158e-05,2.310160063245803030e-09,1.913097058547919005e-08,4.992297952810531569e-08,9.577130710702874694e-08,1.581113999726824204e-07,2.388205535552856418e-07,3.401768429167617569e-07,4.648255365058417965e-07,6.156850060889951237e-07,7.958458567713933007e-07,1.008414628023146520e-06,1.256337508692695337e-06,1.542187036740472195e-06,1.867959663393037317e-06,2.234890577490489250e-06,2.643334949814502011e-06,3.092726786002586437e-06,3.581636493166229229e-06,4.107931915076079576e-06,4.669004802781984154e-06,5.262027811925307219e-06,5.884227787245066565e-06,6.533095435301561338e-06,7.206541536408650472e-06,7.902981956187105084e-06,8.621360928939836299e-06,9.361096691362646993e-06,1.012202244576876353e-05,1.090429009154014750e-05,1.170828383045829924e-05,1.253452480409755765e-05,1.338360873925914518e-05,1.425615026628967996e-05,1.515273391339277964e-05,1.607390311586520681e-05,1.702012691917609288e-05,1.799181540307337457e-05,1.898930570187751243e-05,2.001287574038279615e-05,2.106274230007088022e-05,2.213908300263689455e-05,2.324203009207437276e-05,2.437168921720633818e-05,2.552814137901648905e-05,2.671144665011837560e-05,2.792165602460983109e-05,2.915880748521892940e-05,3.042293228516790293e-05,3.171405891344569739e-05,3.303220948480678487e-05,3.437740830247726365e-05,3.574967358455083399e-05,3.714902713203294127e-05,3.857548780650255082e-05,4.002907483258155708e-05,4.150980917949631532e-05,4.301770891101952543e-05,4.455279584214544286e-05,4.611508924790008734e-05,4.770461101388789871e-05,4.932138128865837245e-05,5.096542267568615614e-05,5.263675597055872402e-05,5.433540490229482600e-05,5.606139008884625241e-05,5.781473701649275654e-05,5.959546738676380073e-05,6.140360615547457712e-05,6.323917677142354421e-05,6.510220389888132786e-05,6.699271442056620174e-05,6.891073101344957763e-05,7.085628084468886811e-05,7.282939138542054991e-05,7.483008659958656494e-05,7.685839395454863165e-05,7.891434526707818975e-05,8.099795908034224112e-05,8.310927290811065404e-05,8.524832722978104016e-05
