# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: 1ace38685d2427e7
# fingerprint: {"QED_corrections":true,"T_end_MeV":0.001,"T_start_cosmo_MeV":40.0,"format_version":1,"incomplete_decoupling":false,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","sampling_nTOp_thermal_per_decade":20}
1.423097664755147362e+10 2.268867717673853868e+00 9.195096262769871798e-01
1.599070522068369102e+10 5.400874975847351322e+00 2.294941868420381503e+00
1.796803267882502365e+10 1.205612459221033461e+01 5.484698562210764017e+00
2.018986616861160660e+10 2.580775632554425769e+01 1.262594141630919431e+01
2.268644003451941681e+10 5.381531521213729263e+01 2.819923358619021769e+01
2.549172724284769058e+10 1.093527851062422940e+02 6.144526785693017956e+01
2.864390168025358963e+10 2.193640796817430214e+02 1.310553826545646245e+02
3.218585761771939468e+10 4.342606971130402371e+02 2.735400532412270422e+02
3.616579340873265839e+10 8.516777285343246149e+02 5.634821346827886828e+02
4.063786736454887390e+10 1.653782623286812395e+03 1.146005331256720410e+03
4.566293473157725525e+10 3.194185272850384536e+03 2.300677243303035539e+03
5.130937579955930328e+10 6.127391506047008079e+03 4.579694564603994877e+03
5.765402640929790497e+10 1.171571541821373467e+04 9.037147945966666157e+03
6.478322352213394165e+10 2.230003881608811207e+04 1.769470396492978762e+04
7.279398007910748291e+10 4.226931233670684742e+04 3.442293047175604443e+04
8.179530513709378052e+10 7.993427997312165098e+04 6.651438365968536527e+04
9.190968724610893250e+10 1.507670822872579156e+05 1.281005011228830554e+05
1.032747612533417053e+11 2.837444827227907372e+05 2.451093119058670127e+05
1.160451812155009613e+11 5.324636206841559615e+05 4.677994564214019920e+05
