# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: ca1b462fe137e65f
# fingerprint: {"T_end_MeV":0.001,"T_start_cosmo_MeV":40.0,"format_version":1,"incomplete_decoupling":false,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","nevo_spectral_file":null,"sampling_nTOp_thermal":100}
1.160451812155007198e+07 -1.173924939718600652e-02 0.000000000000000000e+00
1.273594431254301034e+07 -1.127242606160399133e-02 0.000000000000000000e+00
1.397768316040424258e+07 -1.069323672013667431e-02 0.000000000000000000e+00
1.534049001299674436e+07 -1.001435668438968064e-02 0.000000000000000000e+00
1.683616885132249445e+07 -9.206614481735958533e-03 0.000000000000000000e+00
1.847767452995909005e+07 -8.261633058785813888e-03 0.000000000000000000e+00
2.027922498581255972e+07 -7.200954086507107763e-03 0.000000000000000000e+00
2.225642438708523661e+07 -6.027173868020116107e-03 0.000000000000000000e+00
2.442639828911560774e+07 -4.774219525949526671e-03 0.000000000000000000e+00
2.680794196774609387e+07 -3.499334176688277936e-03 0.000000000000000000e+00
2.942168321501078457e+07 -2.287347473204458595e-03 0.000000000000000000e+00
3.229026100720212609e+07 -1.241698063733350909e-03 0.000000000000000000e+00
3.543852159285292029e+07 -4.757496316366679654e-04 0.000000000000000000e+00
3.889373369905503839e+07 -7.494618731244791156e-05 0.000000000000000000e+00
4.268582472012860328e+07 -5.996890263386409722e-08 0.000000000000000000e+00
4.684763993439415097e+07 -5.985827348033077518e-08 0.000000000000000000e+00
5.141522699426069856e+07 -6.115258046552155566e-08 0.000000000000000000e+00
5.642814815374640375e+07 -6.381815185736909304e-08 0.000000000000000000e+00
6.192982293779598922e+07 -6.357101003277148353e-08 0.000000000000000000e+00
6.796790422143469751e+07 -6.302328945447400327e-08 0.000000000000000000e+00
7.459469097617474198e+07 -5.994916827324235035e-08 0.000000000000000000e+00
8.186758125868783891e+07 -5.567750179088670041e-08 0.000000000000000000e+00
8.984956936531241238e+07 -4.508533022835726589e-08 0.000000000000000000e+00
9.860979145851315558e+07 -3.215515127448942168e-08 0.000000000000000000e+00
1.082241243912457377e+08 -1.071223964333061944e-08 0.000000000000000000e+00
1.187758429159589559e+08 2.215643838522817963e-08 0.000000000000000000e+00
1.303563409706624597e+08 6.436043679484961174e-08 0.000000000000000000e+00
1.430659232894937396e+08 1.199157870673638634e-07 0.000000000000000000e+00
1.570146741943434179e+08 2.076377394309096442e-07 0.000000000000000000e+00
1.723234110925867558e+08 3.242745871299624829e-07 4.576134907708343309e-43
1.891247309396661222e+08 4.758441798066823325e-07 1.299194396877077565e-39
2.075641587304905057e+08 6.940659077744786952e-07 1.844607040335721979e-36
2.278014079673177302e+08 9.955020678744344839e-07 1.394714183766495505e-33
2.500117640217109025e+08 1.387595045756572141e-06 5.935454875430842163e-31
2.743876023725696802e+08 1.960699366505470039e-06 1.493709640708175859e-28
3.011400548704943657e+08 2.723906274399696187e-06 2.328491093165907538e-26
3.305008384608796239e+08 3.787022684209833812e-06 2.347647833595984258e-24
3.627242622052348256e+08 5.275422863374197089e-06 1.585514710169279706e-22
3.980894299846242070e+08 7.281453808551105701e-06 7.456850544905722999e-21
4.369026579639606476e+08 1.006770585068912824e-05 2.515657629905827371e-19
4.795001277560810447e+08 1.400586347332598484e-05 6.283972598269556382e-18
5.262507982660608292e+08 1.941285800284275458e-05 1.194072429041856350e-16
5.775596014367386103e+08 2.706659163345046716e-05 1.768663310793928770e-15
6.338709495754812956e+08 3.781576975107177140e-05 2.094422030714590372e-14
6.956725846410008669e+08 5.311394050523591783e-05 2.023395676444508239e-13
7.634998028308640718e+08 7.487868748890565834e-05 1.628906841131202291e-12
8.379400910610638857e+08 1.060474687533468171e-04 1.111047082883068683e-11
9.196382154966552258e+08 1.509254101440311467e-04 6.528275928285414170e-11
1.009301806207818985e+09 2.148363785163436360e-04 3.356969060938956484e-10
1.107707486322991371e+09 3.063063430135830908e-04 1.531914147885100816e-09
1.215707598766897678e+09 4.342366642423455968e-04 6.277954194431856364e-09
1.334237588847201347e+09 6.109162756893425335e-04 2.352816665272853301e-08
1.464324106634232998e+09 8.484523421273834718e-04 8.064611546254212692e-08
1.607093899312790632e+09 1.161184638319833189e-03 2.578846445204715590e-07
1.763783570527214289e+09 1.562250291570722047e-03 7.749551082147245342e-07
1.935750291250549555e+09 2.062236667123661278e-03 2.183577942619708754e-06
2.124483554950299025e+09 2.660122097298655685e-03 5.765378367573578398e-06
2.331618078868258476e+09 3.343456151642891679e-03 1.424555658391220555e-05
2.558947963159201145e+09 4.096668606945413557e-03 3.290866426107309848e-05
2.808442230528201103e+09 4.865999378656357330e-03 7.114509211904966319e-05
3.082261880963261127e+09 5.557274139217483963e-03 1.440282387082336105e-04
3.382778609283493042e+09 6.000881184931406570e-03 2.738881748892972893e-04
3.712595347624945641e+09 6.007871747487300053e-03 4.897569536433190891e-04
4.074568810793635368e+09 5.307003375794611816e-03 8.255459605350623075e-04
4.471834239762536049e+09 3.397297366181925571e-03 1.315602666966087094e-03
4.907832557628955841e+09 -2.135604339329449236e-04 1.981800645586790331e-03
5.386340173244399071e+09 -5.941592061331405980e-03 2.832405365862027385e-03
5.911501690661397934e+09 -1.455033485422722525e-02 3.850942069115635084e-03
6.487865807710988045e+09 -2.567684192761769679e-02 5.006935810769308146e-03
7.120424714647408485e+09 -3.868016340393187064e-02 6.511467754717535812e-03
7.814657334111798286e+09 -4.940601298705778188e-02 8.936196701388206612e-03
8.576576776938942909e+09 -5.109223056179022088e-02 1.444654271570912536e-02
9.412782424846891403e+09 -2.513501910367224590e-02 2.746811741197364640e-02
1.033051709112422562e+10 6.173515217586310333e-02 5.965822144792211346e-02
1.133772975441373825e+10 2.738891795446947164e-01 1.343031885422314997e-01
1.244314440896294975e+10 7.255346260908175360e-01 2.998941517547986102e-01
1.365633562768869591e+10 1.636540676208010581e+00 6.542322633111710140e-01
1.498781149254716110e+10 3.369209172055180890e+00 1.385435474019341084e+00
1.644910461051312447e+10 6.586664476188542672e+00 2.841762700449609547e+00
1.805287200350434113e+10 1.246580461884040325e+01 5.676805525106483508e+00
1.981300473745013809e+10 2.287926577404151374e+01 1.106173447477638128e+01
2.174474824005956650e+10 4.130976916863607329e+01 2.116791994587265080e+01
2.386483434942274475e+10 7.329583912346508612e+01 3.966830551600244092e+01
2.619162623718770599e+10 1.288183904028756785e+02 7.331726225069792235e+01
2.874527746156911850e+10 2.240964326819741359e+02 1.339222649731457295e+02
3.154790652782743454e+10 3.860162937295781376e+02 2.412963000912236851e+02
3.462378846818102264e+10 6.622784986005289056e+02 4.309822968975765320e+02
3.799956510052133179e+10 1.129734293337025292e+03 7.628023297769508417e+02
4.170447578709512329e+10 1.916488104097474434e+03 1.339149909697847079e+03
