# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: b28a786938f51a19
# fingerprint: {"T_end_MeV":0.001,"T_start_cosmo_MeV":40.0,"format_version":2,"incomplete_decoupling":true,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","nevo_spectral_file":null,"sampling_nTOp_thermal_per_decade":25}
1.723234110925867558e+08 3.257677567387120421e-07 4.680390966220807611e-43
1.891247309396661222e+08 4.864694634050718005e-07 1.325974958006761023e-39
2.075641587304905057e+08 7.088226689787917351e-07 1.883130346494328526e-36
2.278014079673177302e+08 9.988436528872475590e-07 1.423092184832287426e-33
2.500117640217109025e+08 1.417367135780429558e-06 6.050265277936108370e-31
2.743876023725696802e+08 1.972285701411905197e-06 1.521510985573849480e-28
3.011400548704943657e+08 2.744218483981062936e-06 2.369434152424433875e-26
3.305008384608796239e+08 3.814579644553950370e-06 2.383291536192656482e-24
3.627242622052348256e+08 5.290703744836091019e-06 1.609570212972515188e-22
3.980894299846242070e+08 7.315488428196356257e-06 7.560887586610556844e-21
4.369026579639606476e+08 1.014768572944359672e-05 2.547753014975243505e-19
4.795001277560810447e+08 1.408385622222501490e-05 6.353112870822709750e-18
5.262507982660608292e+08 1.956723521081427656e-05 1.206018009222120714e-16
5.775596014367386103e+08 2.726816527271614380e-05 1.783752991952873783e-15
6.338709495754812956e+08 3.808545877298612486e-05 2.108966884825697357e-14
6.956725846410008669e+08 5.345236712033120787e-05 2.036045506120534343e-13
7.634998028308640718e+08 7.541016387540423846e-05 1.635205650459598158e-12
8.379400910610638857e+08 1.069266098577954343e-04 1.114553104998356167e-11
9.196382154966552258e+08 1.522240353783824184e-04 6.541318123507231384e-11
1.009301806207818985e+09 2.169992518843385555e-04 3.360585437484545440e-10
1.107707486322991371e+09 3.093068914989755762e-04 1.532339366965468681e-09
1.215707598766897678e+09 4.378725405322830616e-04 6.277049013162625279e-09
1.334237588847201347e+09 6.156470855612295248e-04 2.351317897721378570e-08
1.464324106634232998e+09 8.568196355197470540e-04 8.056397293041615137e-08
1.607093899312790632e+09 1.174761987092019962e-03 2.577055426702034618e-07
1.763783570527214289e+09 1.581433226794604291e-03 7.740929414861204071e-07
1.935750291250549555e+09 2.089934977476285566e-03 2.180615621808236030e-06
2.124483554950299025e+09 2.699171262923712525e-03 5.756547021975246697e-06
2.331618078868258476e+09 3.407490501577629689e-03 1.419787162473706057e-05
2.558947963159201145e+09 4.189517745076213641e-03 3.273559778153866968e-05
2.808442230528201103e+09 4.996063642972121098e-03 7.056561369550642677e-05
3.082261880963261127e+09 5.740179611199235088e-03 1.424022853032430765e-04
3.382778609283493042e+09 6.276355882506365683e-03 2.694679944424579728e-04
3.712595347624945641e+09 6.425292093864684237e-03 4.786850467444767401e-04
4.074568810793635368e+09 5.815094709272478242e-03 8.019676899520384282e-04
4.471834239762536049e+09 4.200098965157912992e-03 1.264531684906464387e-03
4.907832557628955841e+09 1.049856154906634448e-03 1.882226161992554868e-03
5.386340173244399071e+09 -4.317585658416299432e-03 2.634502742407388541e-03
5.911501690661397934e+09 -1.202856836350998243e-02 3.485132557694345726e-03
6.487865807710988045e+09 -2.219107428360094988e-02 4.398613102189721097e-03
7.120424714647408485e+09 -3.349828166250788664e-02 5.462085035793760521e-03
7.814657334111798286e+09 -4.223806348056717563e-02 7.314957868189069651e-03
8.576576776938942909e+09 -4.043079079456683017e-02 1.152435887309928228e-02
9.412782424846891403e+09 -1.048769034679301881e-02 2.299603974773072393e-02
1.033051709112422562e+10 8.406897327419743382e-02 5.255135218348092052e-02
1.133772975441373825e+10 3.048920122601228022e-01 1.243302292239768514e-01
1.244314440896294975e+10 7.728466344312783232e-01 2.861634030854895427e-01
1.365633562768869591e+10 1.694130652444991503e+00 6.361217827454447304e-01
1.498781149254716110e+10 3.461845890598891362e+00 1.355094367585542914e+00
1.644910461051312447e+10 6.735477782408594294e+00 2.802424872402392353e+00
1.805287200350434113e+10 1.265256829376668790e+01 5.618773733756393440e+00
1.981300473745013809e+10 2.316766874116654407e+01 1.099437452440816010e+01
2.174474824005956650e+10 4.168835883225578698e+01 2.106723998801894382e+01
2.386483434942274475e+10 7.387823471708448153e+01 3.960903454084070319e+01
2.619162623718770599e+10 1.295697932606486802e+02 7.334450959459884700e+01
2.874527746156911850e+10 2.250093566628472104e+02 1.336750469074387695e+02
3.154790652782743454e+10 3.881251642215205493e+02 2.413474785564994534e+02
3.462378846818102264e+10 6.641507455969403964e+02 4.312496153703415303e+02
3.799956510052133179e+10 1.132191507281266695e+03 7.624728468912521748e+02
4.170447578709512329e+10 1.918862100564009097e+03 1.340377391817713033e+03
4.577061069187206268e+10 3.239930125086940279e+03 2.334798853614482141e+03
5.023318873019279480e+10 5.454085444617319808e+03 4.041885006758253439e+03
5.513086261816621399e+10 9.146259954254557670e+03 6.966408233165811907e+03
6.050605366400485229e+10 1.531460132271219663e+04 1.194038119696750437e+04
6.640531920110183716e+10 2.554572753915552676e+04 2.038143669472110923e+04
7.287975584538148499e+10 4.260015829295371077e+04 3.463868231174687389e+04
7.998544206974174500e+10 7.082463364536894369e+04 5.870700470632562792e+04
8.778392392895777893e+10 1.174436914150090161e+05 9.904327110646813526e+04
9.634274814216737366e+10 1.947112721365439356e+05 1.666011284613595053e+05
1.057360471502373962e+11 3.221831499417738523e+05 2.794412012740483624e+05
1.160451812155009613e+11 5.324059297515932703e+05 4.680744053580922191e+05
