# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: b28a786938f51a19
# fingerprint: {"T_end_MeV":0.001,"T_start_cosmo_MeV":40.0,"format_version":2,"incomplete_decoupling":true,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","nevo_spectral_file":null,"sampling_nTOp_thermal_per_decade":25}
1.160451812155007198e+07 -1.172683352688778761e-02 0.000000000000000000e+00
1.273594431254301034e+07 -1.125041915703503884e-02 0.000000000000000000e+00
1.397768316040424258e+07 -1.067529061752623895e-02 0.000000000000000000e+00
1.534049001299674436e+07 -9.985739301241497445e-03 0.000000000000000000e+00
1.683616885132249445e+07 -9.175857992852642919e-03 0.000000000000000000e+00
1.847767452995909005e+07 -8.229600662790419879e-03 0.000000000000000000e+00
2.027922498581255972e+07 -7.160772644650345402e-03 0.000000000000000000e+00
2.225642438708523661e+07 -5.982420919847273449e-03 0.000000000000000000e+00
2.442639828911560774e+07 -4.731662218396655122e-03 0.000000000000000000e+00
2.680794196774609387e+07 -3.456441404961014575e-03 0.000000000000000000e+00
2.942168321501078457e+07 -2.249882856119705433e-03 0.000000000000000000e+00
3.229026100720212609e+07 -1.210732756915758107e-03 0.000000000000000000e+00
3.543852159285292029e+07 -4.561644399108673959e-04 0.000000000000000000e+00
3.889373369905503839e+07 -6.802490093601200316e-05 0.000000000000000000e+00
4.268582472012860328e+07 -5.824949180725743349e-08 0.000000000000000000e+00
4.684763993439415097e+07 -5.942483645290820430e-08 0.000000000000000000e+00
5.141522699426069856e+07 -6.178185747751029869e-08 0.000000000000000000e+00
5.642814815374640375e+07 -6.326254811903648181e-08 0.000000000000000000e+00
6.192982293779598922e+07 -6.337799481838894480e-08 0.000000000000000000e+00
6.796790422143469751e+07 -6.291798070114831872e-08 0.000000000000000000e+00
7.459469097617474198e+07 -6.002839314915682040e-08 0.000000000000000000e+00
8.186758125868783891e+07 -5.382034586428173658e-08 0.000000000000000000e+00
8.984956936531241238e+07 -4.593362202463685144e-08 0.000000000000000000e+00
9.860979145851315558e+07 -3.078460535630328813e-08 0.000000000000000000e+00
1.082241243912457377e+08 -8.638354338080721727e-09 0.000000000000000000e+00
1.187758429159589559e+08 1.809723862487083929e-08 0.000000000000000000e+00
1.303563409706624597e+08 6.352359795639026170e-08 0.000000000000000000e+00
1.430659232894937396e+08 1.229120320734367169e-07 0.000000000000000000e+00
1.570146741943434179e+08 2.062993668956464883e-07 0.000000000000000000e+00
