# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: fd35fb225d3f7088
# fingerprint: {"QED_corrections":false,"T_end_MeV":0.001,"T_start_cosmo_MeV":40.0,"format_version":1,"incomplete_decoupling":true,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","sampling_nTOp_thermal_per_decade":20}
1.423097664755147362e+10 2.345853644956643613e+00 8.927773876281657195e-01
1.599070522068369102e+10 5.523244578022961093e+00 2.258023094157303401e+00
1.796803267882502365e+10 1.223138832366113071e+01 5.433200092660399605e+00
2.018986616861160660e+10 2.615879036127248725e+01 1.257247899291114912e+01
2.268644003451941681e+10 5.419749412861475690e+01 2.815399921350295287e+01
2.549172724284769058e+10 1.101423831216910827e+02 6.130898006479178264e+01
2.864390168025358963e+10 2.202529776202899541e+02 1.307684919549022311e+02
3.218585761771939468e+10 4.361143662693563101e+02 2.737131872768140397e+02
3.616579340873265839e+10 8.535066615914652175e+02 5.638460802842665771e+02
4.063786736454887390e+10 1.658310845515688243e+03 1.145931580451031778e+03
4.566293473157725525e+10 3.198565281889658763e+03 2.302948169756583411e+03
5.130937579955930328e+10 6.140534759350939567e+03 4.582035316014702403e+03
5.765402640929790497e+10 1.172701562823381755e+04 9.038173503501449886e+03
6.478322352213394165e+10 2.231528318162470532e+04 1.770174601179262754e+04
7.279398007910748291e+10 4.230323358958172321e+04 3.443704588100947149e+04
8.179530513709378052e+10 7.995522444263438229e+04 6.659101011359840049e+04
9.190968724610893250e+10 1.508162296596359229e+05 1.280117072745028563e+05
1.032747612533417053e+11 2.836201690621954622e+05 2.453961994669070991e+05
1.160451812155009613e+11 5.325464919204042526e+05 4.678336884015913820e+05
