# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: 1078c927a44a2373
# fingerprint: {"T_end_MeV":0.001,"T_start_cosmo_MeV":40.0,"format_version":1,"incomplete_decoupling":true,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","nevo_spectral_file":null,"sampling_nTOp_thermal":100}
1.160451812155007198e+07 -1.172438314912963020e-02 0.000000000000000000e+00
1.273594431254301034e+07 -1.124727995068439297e-02 0.000000000000000000e+00
1.397768316040424258e+07 -1.067268324112585764e-02 0.000000000000000000e+00
1.534049001299674436e+07 -9.988649808013514222e-03 0.000000000000000000e+00
1.683616885132249445e+07 -9.168189831328530520e-03 0.000000000000000000e+00
1.847767452995909005e+07 -8.230328440252421621e-03 0.000000000000000000e+00
2.027922498581255972e+07 -7.163539803385599383e-03 0.000000000000000000e+00
2.225642438708523661e+07 -5.985120124424894890e-03 0.000000000000000000e+00
2.442639828911560774e+07 -4.729103727207698699e-03 0.000000000000000000e+00
2.680794196774609387e+07 -3.456643713688612677e-03 0.000000000000000000e+00
2.942168321501078457e+07 -2.249201995835954648e-03 0.000000000000000000e+00
3.229026100720212609e+07 -1.210463215236894444e-03 0.000000000000000000e+00
3.543852159285292029e+07 -4.560708667448922643e-04 0.000000000000000000e+00
3.889373369905503839e+07 -6.800559583405921249e-05 0.000000000000000000e+00
4.268582472012860328e+07 -5.875518699078188842e-08 0.000000000000000000e+00
4.684763993439415097e+07 -5.918845563100793727e-08 0.000000000000000000e+00
5.141522699426069856e+07 -6.239074814883420234e-08 0.000000000000000000e+00
5.642814815374640375e+07 -6.285358574634946767e-08 0.000000000000000000e+00
6.192982293779598922e+07 -6.369715486612842560e-08 0.000000000000000000e+00
6.796790422143469751e+07 -6.285264508958550965e-08 0.000000000000000000e+00
7.459469097617474198e+07 -5.937908315914420480e-08 0.000000000000000000e+00
8.186758125868783891e+07 -5.351737358077726425e-08 0.000000000000000000e+00
8.984956936531241238e+07 -4.548917628258495580e-08 0.000000000000000000e+00
9.860979145851315558e+07 -2.967004768201503278e-08 0.000000000000000000e+00
1.082241243912457377e+08 -8.356457170589592334e-09 0.000000000000000000e+00
1.187758429159589559e+08 2.096801151987620539e-08 0.000000000000000000e+00
1.303563409706624597e+08 6.658435945760113351e-08 0.000000000000000000e+00
1.430659232894937396e+08 1.224699525872322941e-07 0.000000000000000000e+00
1.570146741943434179e+08 2.079278383640783209e-07 0.000000000000000000e+00
1.723234110925867558e+08 3.191466049366168575e-07 4.675934606281601239e-43
1.891247309396661222e+08 4.836720043058767323e-07 1.326520924650675695e-39
2.075641587304905057e+08 6.959588860798919642e-07 1.883117038553626518e-36
2.278014079673177302e+08 9.974875654785709435e-07 1.423560164226589941e-33
2.500117640217109025e+08 1.413618964515652141e-06 6.048072470403801135e-31
2.743876023725696802e+08 1.963832479611327312e-06 1.521267706910656087e-28
3.011400548704943657e+08 2.757741525447966552e-06 2.367870169611689175e-26
3.305008384608796239e+08 3.823335004895124743e-06 2.384310442429795729e-24
3.627242622052348256e+08 5.305179157652304449e-06 1.610213234414693761e-22
3.980894299846242070e+08 7.342675416534038806e-06 7.557356610855619874e-21
4.369026579639606476e+08 1.016765931600076602e-05 2.546790124181780994e-19
4.795001277560810447e+08 1.410259321645305954e-05 6.355932456997963062e-18
5.262507982660608292e+08 1.959778662386415241e-05 1.205613378183272282e-16
5.775596014367386103e+08 2.728669512395392785e-05 1.784079363514065812e-15
6.338709495754812956e+08 3.814456358389506688e-05 2.108870564060177255e-14
6.956725846410008669e+08 5.352489367684346282e-05 2.035335084729451516e-13
7.634998028308640718e+08 7.550312347304348796e-05 1.636653248062284943e-12
8.379400910610638857e+08 1.069790887300872087e-04 1.115005746056746577e-11
9.196382154966552258e+08 1.521250238172828335e-04 6.541848278643126058e-11
1.009301806207818985e+09 2.169169396439570659e-04 3.360800263944178557e-10
1.107707486322991371e+09 3.087326547334363425e-04 1.532234720435234445e-09
1.215707598766897678e+09 4.378273978143193629e-04 6.275081651226517269e-09
1.334237588847201347e+09 6.159498481625128464e-04 2.352279335044258571e-08
1.464324106634232998e+09 8.571791651665541670e-04 8.057698172311223028e-08
1.607093899312790632e+09 1.173981382335376840e-03 2.575697556157658551e-07
1.763783570527214289e+09 1.581446894420899347e-03 7.741685675939277960e-07
1.935750291250549555e+09 2.088306166954061530e-03 2.181352734241940402e-06
2.124483554950299025e+09 2.699831925189142071e-03 5.754527313663939152e-06
2.331618078868258476e+09 3.410548354311717777e-03 1.419730934676557318e-05
2.558947963159201145e+09 4.184621444345200739e-03 3.273387976765912725e-05
2.808442230528201103e+09 4.989449946943090748e-03 7.053749813667109167e-05
3.082261880963261127e+09 5.737244503010515903e-03 1.423577217613758103e-04
3.382778609283493042e+09 6.293207524037048445e-03 2.692933701757069666e-04
3.712595347624945641e+09 6.399390906476613849e-03 4.790152262451129834e-04
4.074568810793635368e+09 5.829842885926294141e-03 8.019036560920816742e-04
4.471834239762536049e+09 4.191521491496383658e-03 1.265831569385137377e-03
4.907832557628955841e+09 1.002399805404466382e-03 1.881686958863871151e-03
5.386340173244399071e+09 -4.294145288847075678e-03 2.636820357929657924e-03
5.911501690661397934e+09 -1.208544108974131392e-02 3.491436117110046158e-03
6.487865807710988045e+09 -2.205103094123250784e-02 4.409596247533091248e-03
7.120424714647408485e+09 -3.332854139020346995e-02 5.466166177853358510e-03
7.814657334111798286e+09 -4.214482403782651709e-02 7.287965384834466792e-03
8.576576776938942909e+09 -3.996292243605858996e-02 1.161423690867964369e-02
9.412782424846891403e+09 -9.334966062274768772e-03 2.303561628455757029e-02
1.033051709112422562e+10 8.180457104548655156e-02 5.236131628943459931e-02
1.133772975441373825e+10 3.063628055410970719e-01 1.245169951671930703e-01
1.244314440896294975e+10 7.697342146887933279e-01 2.865945424811077169e-01
1.365633562768869591e+10 1.701365698006516158e+00 6.351918525133333215e-01
1.498781149254716110e+10 3.460347587784497581e+00 1.352171818177636320e+00
1.644910461051312447e+10 6.724844320898887950e+00 2.812296522650962860e+00
1.805287200350434113e+10 1.264794632520252726e+01 5.626426594265026893e+00
1.981300473745013809e+10 2.317961096584915737e+01 1.100127334361139475e+01
2.174474824005956650e+10 4.168529686398096601e+01 2.105710333294171122e+01
2.386483434942274475e+10 7.391854121603061856e+01 3.954962684796693395e+01
2.619162623718770599e+10 1.296746565058740543e+02 7.319290624457759975e+01
2.874527746156911850e+10 2.249498676078000585e+02 1.337669056211212251e+02
3.154790652782743454e+10 3.883715898123597299e+02 2.413059392832483070e+02
3.462378846818102264e+10 6.647402483175934549e+02 4.314082661203606790e+02
3.799956510052133179e+10 1.132965386280968687e+03 7.627263561488023242e+02
4.170447578709512329e+10 1.919320104195556951e+03 1.339832776308943266e+03
4.577061069187206268e+10 3.242422662406181189e+03 2.335510292028264303e+03
5.023318873019279480e+10 5.456154773231667605e+03 4.045698908131723783e+03
5.513086261816621399e+10 9.146317376352613792e+03 6.972511875236828018e+03
6.050605366400485229e+10 1.531133772050662810e+04 1.195336839038826292e+04
6.640531920110183716e+10 2.556879406508364991e+04 2.037185996437775248e+04
7.287975584538148499e+10 4.259364566778048174e+04 3.467700670187838841e+04
7.998544206974174500e+10 7.077840883136802586e+04 5.865714568742238771e+04
8.778392392895777893e+10 1.174893357389979792e+05 9.901894136191516009e+04
9.634274814216737366e+10 1.947526659218956192e+05 1.665700746563100547e+05
1.057360471502373962e+11 3.222398214985927916e+05 2.797186934956476325e+05
1.160451812155009613e+11 5.325326364421998151e+05 4.677395518259636592e+05
