# Source: primat qed_pressure.py — QED plasma-pressure corrections delta_P(T)
# delta_P_a [O(e^2), one-loop] and delta_P_e3 [O(e^3), ring/plasmon];
# Reference: Pitrou et al., Phys. Rep. (2018), eq. 47; PRIMAT-Main.m: dPa, dPe3
# T [MeV]       dP_a [MeV^4]      dP_e3 [MeV^4]      d(dP_a)/dT [MeV^3]  d(dP_e3)/dT [MeV^3]  d2(dP_a)/dT2 [MeV^2]  d2(dP_e3)/dT2 [MeV^2]
1.213859E-01 -1.401478E-08 1.685342E-09 -9.014849E-07 1.186392E-07 -4.663787E-05 6.678213E-06
1.242191E-01 -1.676306E-08 2.049345E-09 -1.041076E-06 1.386985E-07 -5.190235E-05 7.482034E-06
1.271184E-01 -2.000765E-08 2.484148E-09 -1.199896E-06 1.616616E-07 -5.765557E-05 8.358469E-06
1.300854E-01 -2.383069E-08 3.001981E-09 -1.380271E-06 1.878747E-07 -6.393267E-05 9.311464E-06
1.331216E-01 -2.832669E-08 3.616917E-09 -1.584765E-06 2.177154E-07 -7.077053E-05 1.034498E-05
1.362287E-01 -3.360426E-08 4.345112E-09 -1.816209E-06 2.515949E-07 -7.820780E-05 1.146297E-05
1.394083E-01 -3.978804E-08 5.205062E-09 -2.077720E-06 2.899606E-07 -8.628499E-05 1.266939E-05
1.426621E-01 -4.702079E-08 6.217901E-09 -2.372727E-06 3.332976E-07 -9.504447E-05 1.396821E-05
1.459919E-01 -5.546583E-08 7.407717E-09 -2.704996E-06 3.821312E-07 -1.045306E-04 1.536337E-05
1.493993E-01 -6.530975E-08 8.801907E-09 -3.078660E-06 4.370294E-07 -1.147895E-04 1.685880E-05
1.528864E-01 -7.676541E-08 1.043157E-08 -3.498251E-06 4.986053E-07 -1.258696E-04 1.845847E-05
1.564548E-01 -9.007531E-08 1.233194E-08 -3.968728E-06 5.675197E-07 -1.378213E-04 2.016631E-05
1.601064E-01 -1.055154E-07 1.454285E-08 -4.495518E-06 6.444837E-07 -1.506971E-04 2.198630E-05
1.638434E-01 -1.233992E-07 1.710925E-08 -5.084548E-06 7.302623E-07 -1.645518E-04 2.392243E-05
1.676675E-01 -1.440828E-07 2.008181E-08 -5.742288E-06 8.256768E-07 -1.794422E-04 2.597874E-05
1.715809E-01 -1.679694E-07 2.351750E-08 -6.475795E-06 9.316087E-07 -1.954276E-04 2.815934E-05
1.755856E-01 -1.955162E-07 2.748033E-08 -7.292756E-06 1.049003E-06 -2.125699E-04 3.046840E-05
1.796838E-01 -2.272399E-07 3.204205E-08 -8.201539E-06 1.178872E-06 -2.309331E-04 3.291020E-05
1.838777E-01 -2.637245E-07 3.728306E-08 -9.211247E-06 1.322301E-06 -2.505841E-04 3.548914E-05
1.881694E-01 -3.056291E-07 4.329323E-08 -1.033177E-05 1.480449E-06 -2.715921E-04 3.820977E-05
1.925614E-01 -3.536968E-07 5.017296E-08 -1.157385E-05 1.654559E-06 -2.940293E-04 4.107682E-05
1.970558E-01 -4.087649E-07 5.803429E-08 -1.294914E-05 1.845959E-06 -3.179707E-04 4.409519E-05
2.016551E-01 -4.717753E-07 6.700203E-08 -1.447029E-05 2.056068E-06 -3.434943E-04 4.727005E-05
2.063618E-01 -5.437873E-07 7.721517E-08 -1.615099E-05 2.286405E-06 -3.706811E-04 5.060678E-05
2.111783E-01 -6.259905E-07 8.882826E-08 -1.800606E-05 2.538593E-06 -3.996154E-04 5.411109E-05
2.161073E-01 -7.197203E-07 1.020130E-07 -2.005158E-05 2.814368E-06 -4.303849E-04 5.778896E-05
2.211512E-01 -8.264737E-07 1.169602E-07 -2.230489E-05 3.115584E-06 -4.630808E-04 6.164674E-05
2.263130E-01 -9.479285E-07 1.338811E-07 -2.478478E-05 3.444225E-06 -4.977979E-04 6.569114E-05
2.315951E-01 -1.085962E-06 1.530103E-07 -2.751154E-05 3.802412E-06 -5.346351E-04 6.992926E-05
2.370006E-01 -1.242677E-06 1.746075E-07 -3.050707E-05 4.192411E-06 -5.736951E-04 7.436865E-05
2.425323E-01 -1.420419E-06 1.989599E-07 -3.379502E-05 4.616650E-06 -6.150851E-04 7.901728E-05
2.481930E-01 -1.621813E-06 2.263856E-07 -3.740093E-05 5.077721E-06 -6.589166E-04 8.388364E-05
2.539859E-01 -1.849788E-06 2.572362E-07 -4.135231E-05 5.578400E-06 -7.053060E-04 8.897670E-05
2.599140E-01 -2.107608E-06 2.919001E-07 -4.567887E-05 6.121658E-06 -7.543746E-04 9.430598E-05
2.659804E-01 -2.398916E-06 3.308063E-07 -5.041259E-05 6.710672E-06 -8.062487E-04 9.988156E-05
2.721885E-01 -2.727768E-06 3.744286E-07 -5.558795E-05 7.348845E-06 -8.610605E-04 1.057141E-04
2.785414E-01 -3.098680E-06 4.232897E-07 -6.124209E-05 8.039819E-06 -9.189476E-04 1.118149E-04
2.850426E-01 -3.516679E-06 4.779662E-07 -6.741500E-05 8.787495E-06 -9.800540E-04 1.181959E-04
2.916956E-01 -3.987353E-06 5.390940E-07 -7.414973E-05 9.596047E-06 -1.044530E-03 1.248697E-04
2.985038E-01 -4.516915E-06 6.073741E-07 -8.149262E-05 1.046995E-05 -1.112532E-03 1.318496E-04
3.054710E-01 -5.112267E-06 6.835789E-07 -8.949354E-05 1.141400E-05 -1.184224E-03 1.391496E-04
3.126007E-01 -5.781074E-06 7.685593E-07 -9.820611E-05 1.243332E-05 -1.259778E-03 1.467845E-04
3.198969E-01 -6.531840E-06 8.632526E-07 -1.076880E-04 1.353341E-05 -1.339374E-03 1.547699E-04
3.273634E-01 -7.374001E-06 9.686910E-07 -1.180013E-04 1.472018E-05 -1.423198E-03 1.631221E-04
3.350041E-01 -8.318020E-06 1.086010E-06 -1.292128E-04 1.599992E-05 -1.511446E-03 1.718583E-04
3.428231E-01 -9.375492E-06 1.216462E-06 -1.413940E-04 1.737942E-05 -1.604325E-03 1.809968E-04
3.508247E-01 -1.055927E-05 1.361420E-06 -1.546220E-04 1.886593E-05 -1.702048E-03 1.905565E-04
3.590130E-01 -1.188357E-05 1.522401E-06 -1.689798E-04 2.046721E-05 -1.804841E-03 2.005573E-04
3.673925E-01 -1.336416E-05 1.701068E-06 -1.845563E-04 2.219160E-05 -1.912938E-03 2.110203E-04
3.759675E-01 -1.501845E-05 1.899254E-06 -2.014470E-04 2.404804E-05 -2.026587E-03 2.219675E-04
3.847427E-01 -1.686574E-05 2.118972E-06 -2.197548E-04 2.604610E-05 -2.146044E-03 2.334220E-04
3.937226E-01 -1.892735E-05 2.362438E-06 -2.395899E-04 2.819604E-05 -2.271581E-03 2.454079E-04
4.029122E-01 -2.122685E-05 2.632086E-06 -2.610708E-04 3.050887E-05 -2.403479E-03 2.579506E-04
4.123163E-01 -2.379029E-05 2.930593E-06 -2.843247E-04 3.299637E-05 -2.542035E-03 2.710768E-04
4.219398E-01 -2.664646E-05 3.260900E-06 -3.094883E-04 3.567119E-05 -2.687560E-03 2.848142E-04
4.317880E-01 -2.982716E-05 3.626240E-06 -3.367083E-04 3.854688E-05 -2.840377E-03 2.991921E-04
4.418660E-01 -3.336747E-05 4.030165E-06 -3.661422E-04 4.163798E-05 -3.000827E-03 3.142411E-04
4.521792E-01 -3.730616E-05 4.476578E-06 -3.979591E-04 4.496005E-05 -3.169266E-03 3.299931E-04
4.627332E-01 -4.168599E-05 4.969769E-06 -4.323404E-04 4.852980E-05 -3.346069E-03 3.464818E-04
4.735335E-01 -4.655415E-05 5.514449E-06 -4.694809E-04 5.236511E-05 -3.531625E-03 3.637423E-04
4.845859E-01 -5.196270E-05 6.115792E-06 -5.095898E-04 5.648518E-05 -3.726344E-03 3.818113E-04
4.958962E-01 -5.796903E-05 6.779483E-06 -5.528914E-04 6.091057E-05 -3.930656E-03 4.007274E-04
5.074705E-01 -6.463645E-05 7.511765E-06 -5.996266E-04 6.566332E-05 -4.145009E-03 4.205308E-04
5.193150E-01 -7.203472E-05 8.319496E-06 -6.500538E-04 7.076707E-05 -4.369875E-03 4.412640E-04
5.314359E-01 -8.024075E-05 9.210204E-06 -7.044502E-04 7.624715E-05 -4.605745E-03 4.629710E-04
5.438397E-01 -8.933928E-05 1.019216E-05 -7.631133E-04 8.213072E-05 -4.853138E-03 4.856981E-04
5.565331E-01 -9.942367E-05 1.127444E-05 -8.263625E-04 8.844687E-05 -5.112593E-03 5.094938E-04
5.695227E-01 -1.105968E-04 1.246701E-05 -8.945402E-04 9.522681E-05 -5.384678E-03 5.344089E-04
5.828155E-01 -1.229718E-04 1.378082E-05 -9.680138E-04 1.025040E-04 -5.669985E-03 5.604966E-04
5.964185E-01 -1.366736E-04 1.522789E-05 -1.047177E-03 1.103142E-04 -5.969137E-03 5.878123E-04
6.103390E-01 -1.518393E-04 1.682140E-05 -1.132454E-03 1.186960E-04 -6.282784E-03 6.164144E-04
6.245845E-01 -1.686202E-04 1.857583E-05 -1.224297E-03 1.276904E-04 -6.611609E-03 6.463639E-04
6.391624E-01 -1.871827E-04 2.050709E-05 -1.323194E-03 1.373416E-04 -6.956325E-03 6.777247E-04
6.540806E-01 -2.077098E-04 2.263261E-05 -1.429665E-03 1.476970E-04 -7.317682E-03 7.105635E-04
6.693470E-01 -2.304031E-04 2.497155E-05 -1.544270E-03 1.588072E-04 -7.696463E-03 7.449503E-04
6.849697E-01 -2.554842E-04 2.754492E-05 -1.667611E-03 1.707266E-04 -8.093487E-03 7.809586E-04
7.009570E-01 -2.831969E-04 3.037579E-05 -1.800331E-03 1.835135E-04 -8.509616E-03 8.186650E-04
7.173175E-01 -3.138095E-04 3.348949E-05 -1.943120E-03 1.972302E-04 -8.945749E-03 8.581498E-04
7.340598E-01 -3.476170E-04 3.691379E-05 -2.096719E-03 2.119438E-04 -9.402830E-03 8.994973E-04
7.511929E-01 -3.849438E-04 4.067918E-05 -2.261923E-03 2.277259E-04 -9.881845E-03 9.427956E-04
7.687260E-01 -4.261467E-04 4.481913E-05 -2.439582E-03 2.446534E-04 -1.038383E-02 9.881369E-04
7.866682E-01 -4.716179E-04 4.937036E-05 -2.630610E-03 2.628087E-04 -1.090987E-02 1.035618E-03
8.050292E-01 -5.217885E-04 5.437315E-05 -2.835986E-03 2.822802E-04 -1.146109E-02 1.085339E-03
8.238187E-01 -5.771325E-04 5.987172E-05 -3.056761E-03 3.031624E-04 -1.203869E-02 1.137408E-03
8.430468E-01 -6.381710E-04 6.591458E-05 -3.294061E-03 3.255568E-04 -1.264391E-02 1.191934E-03
8.627237E-01 -7.054766E-04 7.255496E-05 -3.549093E-03 3.495722E-04 -1.327805E-02 1.249034E-03
8.828599E-01 -7.796784E-04 7.985126E-05 -3.823151E-03 3.753249E-04 -1.394247E-02 1.308829E-03
9.034660E-01 -8.614682E-04 8.786756E-05 -4.117624E-03 4.029400E-04 -1.463862E-02 1.371447E-03
9.245531E-01 -9.516056E-04 9.667417E-05 -4.434000E-03 4.325512E-04 -1.536798E-02 1.437022E-03
9.461324E-01 -1.050925E-03 1.063482E-04 -4.773875E-03 4.643020E-04 -1.613212E-02 1.505692E-03
9.682153E-01 -1.160345E-03 1.169743E-04 -5.138958E-03 4.983461E-04 -1.693268E-02 1.577604E-03
9.908137E-01 -1.280872E-03 1.286454E-04 -5.531086E-03 5.348483E-04 -1.777138E-02 1.652912E-03
1.013939E+00 -1.413613E-03 1.414632E-04 -5.952223E-03 5.739851E-04 -1.865003E-02 1.731776E-03
1.037605E+00 -1.559785E-03 1.555395E-04 -6.404478E-03 6.159458E-04 -1.957050E-02 1.814363E-03
1.061823E+00 -1.720721E-03 1.709970E-04 -6.890111E-03 6.609332E-04 -2.053478E-02 1.900850E-03
1.086606E+00 -1.897890E-03 1.879700E-04 -7.411546E-03 7.091646E-04 -2.154493E-02 1.991421E-03
1.111968E+00 -2.092901E-03 2.066062E-04 -7.971378E-03 7.608730E-04 -2.260312E-02 2.086268E-03
1.137921E+00 -2.307523E-03 2.270674E-04 -8.572394E-03 8.163080E-04 -2.371161E-02 2.185595E-03
1.164481E+00 -2.543700E-03 2.495310E-04 -9.217579E-03 8.757372E-04 -2.487278E-02 2.289611E-03
1.191660E+00 -2.803563E-03 2.741920E-04 -9.910131E-03 9.394474E-04 -2.608912E-02 2.398540E-03
1.219473E+00 -3.089455E-03 3.012639E-04 -1.065348E-02 1.007746E-03 -2.736323E-02 2.512612E-03
1.247936E+00 -3.403947E-03 3.309810E-04 -1.145131E-02 1.080962E-03 -2.869784E-02 2.632071E-03
1.277063E+00 -3.749861E-03 3.636005E-04 -1.230755E-02 1.159448E-03 -3.009581E-02 2.757171E-03
1.306870E+00 -4.130298E-03 3.994043E-04 -1.322644E-02 1.243583E-03 -3.156013E-02 2.888179E-03
1.337373E+00 -4.548659E-03 4.387017E-04 -1.421250E-02 1.333773E-03 -3.309393E-02 3.025373E-03
1.368587E+00 -5.008679E-03 4.818321E-04 -1.527059E-02 1.430451E-03 -3.470049E-02 3.169046E-03
1.400531E+00 -5.514459E-03 5.291675E-04 -1.640590E-02 1.534083E-03 -3.638326E-02 3.319504E-03
1.433219E+00 -6.070499E-03 5.811162E-04 -1.762403E-02 1.645169E-03 -3.814582E-02 3.477068E-03
1.466671E+00 -6.681739E-03 6.381261E-04 -1.893095E-02 1.764242E-03 -3.999195E-02 3.642072E-03
1.500903E+00 -7.353601E-03 7.006881E-04 -2.033307E-02 1.891877E-03 -4.192559E-02 3.814868E-03
1.535935E+00 -8.092037E-03 7.693410E-04 -2.183725E-02 2.028686E-03 -4.395087E-02 3.995824E-03
1.571784E+00 -8.903578E-03 8.446756E-04 -2.345087E-02 2.175330E-03 -4.607213E-02 4.185326E-03
1.608469E+00 -9.795392E-03 9.273402E-04 -2.518182E-02 2.332512E-03 -4.829389E-02 4.383777E-03
1.646012E+00 -1.077535E-02 1.018045E-03 -2.703855E-02 2.500989E-03 -5.062091E-02 4.591600E-03
1.684430E+00 -1.185208E-02 1.117571E-03 -2.903013E-02 2.681571E-03 -5.305814E-02 4.809238E-03
1.723745E+00 -1.303506E-02 1.226772E-03 -3.116629E-02 2.875126E-03 -5.561080E-02 5.037153E-03
1.763977E+00 -1.433469E-02 1.346587E-03 -3.345744E-02 3.082585E-03 -5.828435E-02 5.275831E-03
1.805149E+00 -1.576237E-02 1.478044E-03 -3.591474E-02 3.304944E-03 -6.108447E-02 5.525781E-03
1.847281E+00 -1.733064E-02 1.622272E-03 -3.855017E-02 3.543274E-03 -6.401716E-02 5.787535E-03
1.890397E+00 -1.905322E-02 1.780508E-03 -4.137654E-02 3.798718E-03 -6.708868E-02 6.061650E-03
1.934520E+00 -2.094520E-02 1.954110E-03 -4.440762E-02 4.072505E-03 -7.030558E-02 6.348710E-03
1.979672E+00 -2.302310E-02 2.144565E-03 -4.765812E-02 4.365949E-03 -7.367472E-02 6.649327E-03
2.025878E+00 -2.530510E-02 2.353509E-03 -5.114385E-02 4.680461E-03 -7.720330E-02 6.964140E-03
2.073162E+00 -2.781109E-02 2.582729E-03 -5.488174E-02 5.017551E-03 -8.089885E-02 7.293821E-03
2.121550E+00 -3.056292E-02 2.834193E-03 -5.888992E-02 5.378837E-03 -8.476925E-02 7.639070E-03
2.171068E+00 -3.358458E-02 3.110052E-03 -6.318783E-02 5.766056E-03 -8.882275E-02 8.000624E-03
2.221741E+00 -3.690237E-02 3.412670E-03 -6.779632E-02 6.181066E-03 -9.306801E-02 8.379253E-03
2.273597E+00 -4.054513E-02 3.744639E-03 -7.273773E-02 6.625861E-03 -9.751409E-02 8.775762E-03
2.326663E+00 -4.454454E-02 4.108799E-03 -7.803598E-02 7.102575E-03 -1.021705E-01 9.190996E-03
2.380968E+00 -4.893531E-02 4.508269E-03 -8.371674E-02 7.613497E-03 -1.070470E-01 9.625840E-03
2.436540E+00 -5.375557E-02 4.946467E-03 -8.980750E-02 8.161080E-03 -1.121543E-01 1.008122E-02
2.493409E+00 -5.904711E-02 5.427141E-03 -9.633773E-02 8.747953E-03 -1.175030E-01 1.055810E-02
2.551606E+00 -6.485579E-02 5.954405E-03 -1.033390E-01 9.376932E-03 -1.231047E-01 1.105751E-02
2.611161E+00 -7.123193E-02 6.532767E-03 -1.108452E-01 1.005104E-02 -1.289712E-01 1.158050E-02
2.672106E+00 -7.823072E-02 7.167173E-03 -1.188926E-01 1.077350E-02 -1.351151E-01 1.212819E-02
2.734474E+00 -8.591270E-02 7.863049E-03 -1.275200E-01 1.154779E-02 -1.415495E-01 1.270174E-02
2.798297E+00 -9.434431E-02 8.626343E-03 -1.367692E-01 1.237762E-02 -1.482880E-01 1.330238E-02
2.863610E+00 -1.035984E-01 9.463581E-03 -1.466848E-01 1.326698E-02 -1.553452E-01 1.393139E-02
2.930447E+00 -1.137549E-01 1.038192E-02 -1.573146E-01 1.422013E-02 -1.627359E-01 1.459010E-02
2.998844E+00 -1.249015E-01 1.138920E-02 -1.687100E-01 1.524164E-02 -1.704760E-01 1.527991E-02
3.068838E+00 -1.371343E-01 1.249404E-02 -1.809259E-01 1.633642E-02 -1.785819E-01 1.600231E-02
3.140465E+00 -1.505589E-01 1.370587E-02 -1.940213E-01 1.750972E-02 -1.870710E-01 1.675882E-02
3.213764E+00 -1.652910E-01 1.503504E-02 -2.080593E-01 1.876716E-02 -1.959613E-01 1.755105E-02
3.288774E+00 -1.814575E-01 1.649292E-02 -2.231075E-01 2.011478E-02 -2.052718E-01 1.838070E-02
3.365535E+00 -1.991977E-01 1.809195E-02 -2.392385E-01 2.155904E-02 -2.150223E-01 1.924953E-02
3.444087E+00 -2.186644E-01 1.984579E-02 -2.565301E-01 2.310687E-02 -2.252336E-01 2.015939E-02
3.524473E+00 -2.400250E-01 2.176941E-02 -2.750655E-01 2.476569E-02 -2.359274E-01 2.111222E-02
3.606735E+00 -2.634633E-01 2.387924E-02 -2.949339E-01 2.654347E-02 -2.471266E-01 2.211004E-02
3.690917E+00 -2.891809E-01 2.619330E-02 -3.162312E-01 2.844872E-02 -2.588551E-01 2.315499E-02
3.777064E+00 -3.173989E-01 2.873134E-02 -3.390598E-01 3.049058E-02 -2.711377E-01 2.424929E-02
3.865221E+00 -3.483598E-01 3.151503E-02 -3.635296E-01 3.267885E-02 -2.840007E-01 2.539526E-02
3.955436E+00 -3.823297E-01 3.456812E-02 -3.897584E-01 3.502402E-02 -2.974715E-01 2.659535E-02
4.047757E+00 -4.196002E-01 3.791669E-02 -4.178724E-01 3.753733E-02 -3.115787E-01 2.785212E-02
4.142232E+00 -4.604914E-01 4.158930E-02 -4.480068E-01 4.023085E-02 -3.263526E-01 2.916824E-02
4.238913E+00 -5.053542E-01 4.561731E-02 -4.803067E-01 4.311747E-02 -3.418244E-01 3.054651E-02
4.337850E+00 -5.545738E-01 5.003509E-02 -5.149273E-01 4.621106E-02 -3.580273E-01 3.198987E-02
4.439097E+00 -6.085724E-01 5.488033E-02 -5.520353E-01 4.952644E-02 -3.749956E-01 3.350140E-02
4.542706E+00 -6.678130E-01 6.019439E-02 -5.918089E-01 5.307950E-02 -3.927656E-01 3.508431E-02
4.648734E+00 -7.328037E-01 6.602260E-02 -6.344395E-01 5.688729E-02 -4.113751E-01 3.674197E-02
4.757236E+00 -8.041017E-01 7.241469E-02 -6.801320E-01 6.096806E-02 -4.308638E-01 3.847791E-02
4.868271E+00 -8.823181E-01 7.942520E-02 -7.291060E-01 6.534137E-02 -4.512732E-01 4.029583E-02
4.981898E+00 -9.681230E-01 8.711394E-02 -7.815969E-01 7.002821E-02 -4.726468E-01 4.219961E-02
5.098176E+00 -1.062252E+00 9.554649E-02 -8.378569E-01 7.505103E-02 -4.950300E-01 4.419329E-02
5.217169E+00 -1.165510E+00 1.047948E-01 -8.981564E-01 8.043392E-02 -5.184707E-01 4.628112E-02
5.338938E+00 -1.278783E+00 1.149378E-01 -9.627851E-01 8.620268E-02 -5.430186E-01 4.846756E-02
5.463550E+00 -1.403040E+00 1.260619E-01 -1.032053E+00 9.238498E-02 -5.687262E-01 5.075724E-02
5.591071E+00 -1.539345E+00 1.382620E-01 -1.106294E+00 9.901045E-02 -5.956481E-01 5.315506E-02
5.721568E+00 -1.688865E+00 1.516423E-01 -1.185864E+00 1.061109E-01 -6.238418E-01 5.566611E-02
5.855110E+00 -1.852879E+00 1.663168E-01 -1.271145E+00 1.137202E-01 -6.533673E-01 5.829575E-02
5.991770E+00 -2.032790E+00 1.824107E-01 -1.362547E+00 1.218751E-01 -6.842874E-01 6.104958E-02
6.131619E+00 -2.230138E+00 2.000612E-01 -1.460508E+00 1.306145E-01 -7.166680E-01 6.393345E-02
6.274732E+00 -2.446611E+00 2.194189E-01 -1.565499E+00 1.399803E-01 -7.505782E-01 6.695352E-02
6.421186E+00 -2.684061E+00 2.406489E-01 -1.678024E+00 1.500175E-01 -7.860901E-01 7.011621E-02
6.571058E+00 -2.944517E+00 2.639321E-01 -1.798624E+00 1.607741E-01 -8.232794E-01 7.342826E-02
6.724427E+00 -3.230207E+00 2.894672E-01 -1.927877E+00 1.723018E-01 -8.622253E-01 7.689672E-02
6.881377E+00 -3.543573E+00 3.174719E-01 -2.066403E+00 1.846557E-01 -9.030108E-01 8.052898E-02
7.041990E+00 -3.887295E+00 3.481850E-01 -2.214868E+00 1.978952E-01 -9.457227E-01 8.433277E-02
7.206351E+00 -4.264310E+00 3.818684E-01 -2.373985E+00 2.120836E-01 -9.904520E-01 8.831620E-02
7.374549E+00 -4.677840E+00 4.188093E-01 -2.544516E+00 2.272890E-01 -1.037294E+00 9.248775E-02
7.546673E+00 -5.131419E+00 4.593228E-01 -2.727280E+00 2.435843E-01 -1.086348E+00 9.685630E-02
7.722814E+00 -5.628922E+00 5.037541E-01 -2.923155E+00 2.610476E-01 -1.137720E+00 1.014311E-01
7.903066E+00 -6.174601E+00 5.524822E-01 -3.133080E+00 2.797625E-01 -1.191517E+00 1.062221E-01
8.087525E+00 -6.773117E+00 6.059225E-01 -3.358062E+00 2.998189E-01 -1.247856E+00 1.112392E-01
8.276289E+00 -7.429582E+00 6.645308E-01 -3.599182E+00 3.213128E-01 -1.306856E+00 1.164933E-01
8.469460E+00 -8.149604E+00 7.288065E-01 -3.857595E+00 3.443473E-01 -1.368642E+00 1.219955E-01
8.667139E+00 -8.939333E+00 7.992979E-01 -4.134542E+00 3.690328E-01 -1.433346E+00 1.277576E-01
8.869432E+00 -9.805511E+00 8.766058E-01 -4.431352E+00 3.954875E-01 -1.501107E+00 1.337917E-01
9.076446E+00 -1.075554E+01 9.613894E-01 -4.749447E+00 4.238384E-01 -1.572067E+00 1.401109E-01
9.288292E+00 -1.179752E+01 1.054371E+00 -5.090355E+00 4.542213E-01 -1.646379E+00 1.467284E-01
9.505083E+00 -1.294036E+01 1.156345E+00 -5.455711E+00 4.867819E-01 -1.724201E+00 1.536585E-01
9.726934E+00 -1.419381E+01 1.268178E+00 -5.847266E+00 5.216761E-01 -1.805699E+00 1.609159E-01
9.953962E+00 -1.556858E+01 1.390826E+00 -6.266899E+00 5.590714E-01 -1.891045E+00 1.685159E-01
1.018629E+01 -1.707639E+01 1.525333E+00 -6.716624E+00 5.991468E-01 -1.980423E+00 1.764749E-01
1.042404E+01 -1.873012E+01 1.672847E+00 -7.198596E+00 6.420946E-01 -2.074021E+00 1.848098E-01
1.066734E+01 -2.054389E+01 1.834624E+00 -7.715128E+00 6.881205E-01 -2.172040E+00 1.935383E-01
1.091632E+01 -2.253317E+01 2.012044E+00 -8.268697E+00 7.374452E-01 -2.274688E+00 2.026789E-01
1.117111E+01 -2.471494E+01 2.206619E+00 -8.861957E+00 7.903050E-01 -2.382185E+00 2.122513E-01
1.143184E+01 -2.710782E+01 2.420009E+00 -9.497754E+00 8.469535E-01 -2.494758E+00 2.222757E-01
1.169866E+01 -2.973223E+01 2.654031E+00 -1.017914E+01 9.076619E-01 -2.612647E+00 2.327735E-01
1.197171E+01 -3.261057E+01 2.910681E+00 -1.090937E+01 9.727215E-01 -2.736105E+00 2.437671E-01
1.225114E+01 -3.576738E+01 3.192148E+00 -1.169197E+01 1.042444E+00 -2.865393E+00 2.552798E-01
1.253708E+01 -3.922962E+01 3.500829E+00 -1.253067E+01 1.117163E+00 -3.000787E+00 2.673363E-01
1.282970E+01 -4.302682E+01 3.839357E+00 -1.342949E+01 1.197238E+00 -3.142575E+00 2.799621E-01
1.312915E+01 -4.719136E+01 4.210617E+00 -1.439276E+01 1.283052E+00 -3.291060E+00 2.931841E-01
1.343558E+01 -5.175879E+01 4.617774E+00 -1.542509E+01 1.375016E+00 -3.446557E+00 3.070306E-01
1.374917E+01 -5.676807E+01 5.064298E+00 -1.653143E+01 1.473571E+00 -3.609398E+00 3.215310E-01
1.407008E+01 -6.226193E+01 5.553996E+00 -1.771708E+01 1.579190E+00 -3.779929E+00 3.367161E-01
1.439848E+01 -6.828723E+01 6.091042E+00 -1.898772E+01 1.692378E+00 -3.958514E+00 3.526184E-01
1.473454E+01 -7.489536E+01 6.680015E+00 -2.034946E+01 1.813678E+00 -4.145534E+00 3.692717E-01
1.507845E+01 -8.214271E+01 7.325933E+00 -2.180882E+01 1.943672E+00 -4.341385E+00 3.867114E-01
1.543038E+01 -9.009107E+01 8.034303E+00 -2.337279E+01 2.082983E+00 -4.546486E+00 4.049747E-01
1.579053E+01 -9.880824E+01 8.811164E+00 -2.504888E+01 2.232278E+00 -4.761273E+00 4.241005E-01
1.615909E+01 -1.083686E+02 9.663137E+00 -2.684512E+01 2.392273E+00 -4.986204E+00 4.441295E-01
1.653624E+01 -1.188536E+02 1.059748E+01 -2.877012E+01 2.563735E+00 -5.221758E+00 4.651044E-01
1.692220E+01 -1.303528E+02 1.162217E+01 -3.083311E+01 2.747485E+00 -5.468436E+00 4.870699E-01
1.731717E+01 -1.429641E+02 1.274593E+01 -3.304398E+01 2.944405E+00 -5.726764E+00 5.100727E-01
1.772136E+01 -1.567952E+02 1.397834E+01 -3.541333E+01 3.155438E+00 -5.997292E+00 5.341617E-01
1.813498E+01 -1.719639E+02 1.532990E+01 -3.795252E+01 3.381595E+00 -6.280595E+00 5.593884E-01
1.855825E+01 -1.885997E+02 1.681214E+01 -4.067373E+01 3.623961E+00 -6.577279E+00 5.858064E-01
1.899141E+01 -2.068444E+02 1.843769E+01 -4.358999E+01 3.883696E+00 -6.887973E+00 6.134721E-01
1.943467E+01 -2.268536E+02 2.022041E+01 -4.671529E+01 4.162047E+00 -7.213340E+00 6.424442E-01
1.988828E+01 -2.487979E+02 2.217549E+01 -5.006460E+01 4.460347E+00 -7.554074E+00 6.727845E-01
2.035248E+01 -2.728644E+02 2.431959E+01 -5.365400E+01 4.780026E+00 -7.910898E+00 7.045577E-01
2.082751E+01 -2.992584E+02 2.667100E+01 -5.750067E+01 5.122616E+00 -8.284575E+00 7.378314E-01
2.131362E+01 -3.282048E+02 2.924975E+01 -6.162307E+01 5.489759E+00 -8.675898E+00 7.726764E-01
2.181109E+01 -3.599505E+02 3.207782E+01 -6.604096E+01 5.883214E+00 -9.085702E+00 8.091670E-01
2.232016E+01 -3.947662E+02 3.517932E+01 -7.077550E+01 6.304868E+00 -9.514860E+00 8.473808E-01
2.284112E+01 -4.329487E+02 3.858069E+01 -7.584940E+01 6.756741E+00 -9.964285E+00 8.873994E-01
2.337424E+01 -4.748235E+02 4.231091E+01 -8.128698E+01 7.241000E+00 -1.043493E+01 9.293078E-01
2.391980E+01 -5.207478E+02 4.640178E+01 -8.711431E+01 7.759964E+00 -1.092781E+01 9.731953E-01
2.447809E+01 -5.711130E+02 5.088817E+01 -9.335932E+01 8.316122E+00 -1.144396E+01 1.019155E+00
2.504942E+01 -6.263485E+02 5.580832E+01 -1.000519E+02 8.912139E+00 -1.198449E+01 1.067286E+00
2.563407E+01 -6.869253E+02 6.120417E+01 -1.072242E+02 9.550872E+00 -1.255055E+01 1.117690E+00
