# Source: primat qed_pressure.py — QED plasma-pressure correction delta_P_a(T)
# delta_P_a: O(e^2), one-loop (Frenkel-Galitskii-Migdal)
# Reference: Pitrou et al., Phys. Rep. (2018), eq. 47; PRIMAT-Main.m: dPa
# T [MeV]       dP_a [MeV^4]      d(dP_a)/dT [MeV^3]  d2(dP_a)/dT2 [MeV^2]
4.757236E+00 -8.041017E-01 -6.801320E-01 -4.308638E-01
4.868271E+00 -8.823181E-01 -7.291060E-01 -4.512732E-01
4.981898E+00 -9.681230E-01 -7.815969E-01 -4.726468E-01
5.098176E+00 -1.062252E+00 -8.378569E-01 -4.950300E-01
5.217169E+00 -1.165510E+00 -8.981564E-01 -5.184707E-01
5.338938E+00 -1.278783E+00 -9.627851E-01 -5.430186E-01
5.463550E+00 -1.403040E+00 -1.032053E+00 -5.687262E-01
5.591071E+00 -1.539345E+00 -1.106294E+00 -5.956481E-01
5.721568E+00 -1.688865E+00 -1.185864E+00 -6.238418E-01
5.855110E+00 -1.852879E+00 -1.271145E+00 -6.533673E-01
5.991770E+00 -2.032790E+00 -1.362547E+00 -6.842874E-01
6.131619E+00 -2.230138E+00 -1.460508E+00 -7.166680E-01
6.274732E+00 -2.446611E+00 -1.565499E+00 -7.505782E-01
6.421186E+00 -2.684061E+00 -1.678024E+00 -7.860901E-01
6.571058E+00 -2.944517E+00 -1.798624E+00 -8.232794E-01
6.724427E+00 -3.230207E+00 -1.927877E+00 -8.622253E-01
6.881377E+00 -3.543573E+00 -2.066403E+00 -9.030108E-01
7.041990E+00 -3.887295E+00 -2.214868E+00 -9.457227E-01
7.206351E+00 -4.264310E+00 -2.373985E+00 -9.904520E-01
7.374549E+00 -4.677840E+00 -2.544516E+00 -1.037294E+00
7.546673E+00 -5.131419E+00 -2.727280E+00 -1.086348E+00
7.722814E+00 -5.628922E+00 -2.923155E+00 -1.137720E+00
7.903066E+00 -6.174601E+00 -3.133080E+00 -1.191517E+00
8.087525E+00 -6.773117E+00 -3.358062E+00 -1.247856E+00
8.276289E+00 -7.429582E+00 -3.599182E+00 -1.306856E+00
8.469460E+00 -8.149604E+00 -3.857595E+00 -1.368642E+00
8.667139E+00 -8.939333E+00 -4.134542E+00 -1.433346E+00
8.869432E+00 -9.805511E+00 -4.431352E+00 -1.501107E+00
9.076446E+00 -1.075554E+01 -4.749447E+00 -1.572067E+00
9.288292E+00 -1.179752E+01 -5.090355E+00 -1.646379E+00
9.505083E+00 -1.294036E+01 -5.455711E+00 -1.724201E+00
9.726934E+00 -1.419381E+01 -5.847266E+00 -1.805699E+00
9.953962E+00 -1.556858E+01 -6.266899E+00 -1.891045E+00
1.018629E+01 -1.707639E+01 -6.716624E+00 -1.980423E+00
1.042404E+01 -1.873012E+01 -7.198596E+00 -2.074021E+00
1.066734E+01 -2.054389E+01 -7.715128E+00 -2.172040E+00
1.091632E+01 -2.253317E+01 -8.268697E+00 -2.274688E+00
1.117111E+01 -2.471494E+01 -8.861957E+00 -2.382185E+00
1.143184E+01 -2.710782E+01 -9.497754E+00 -2.494758E+00
1.169866E+01 -2.973223E+01 -1.017914E+01 -2.612647E+00
1.197171E+01 -3.261057E+01 -1.090937E+01 -2.736105E+00
1.225114E+01 -3.576738E+01 -1.169197E+01 -2.865393E+00
1.253708E+01 -3.922962E+01 -1.253067E+01 -3.000787E+00
1.282970E+01 -4.302682E+01 -1.342949E+01 -3.142575E+00
1.312915E+01 -4.719136E+01 -1.439276E+01 -3.291060E+00
1.343558E+01 -5.175879E+01 -1.542509E+01 -3.446557E+00
1.374917E+01 -5.676807E+01 -1.653143E+01 -3.609398E+00
1.407008E+01 -6.226193E+01 -1.771708E+01 -3.779929E+00
1.439848E+01 -6.828723E+01 -1.898772E+01 -3.958514E+00
1.473454E+01 -7.489536E+01 -2.034946E+01 -4.145534E+00
1.507845E+01 -8.214271E+01 -2.180882E+01 -4.341385E+00
1.543038E+01 -9.009107E+01 -2.337279E+01 -4.546486E+00
1.579053E+01 -9.880824E+01 -2.504888E+01 -4.761273E+00
1.615909E+01 -1.083686E+02 -2.684512E+01 -4.986204E+00
1.653624E+01 -1.188536E+02 -2.877012E+01 -5.221758E+00
1.692220E+01 -1.303528E+02 -3.083311E+01 -5.468436E+00
1.731717E+01 -1.429641E+02 -3.304398E+01 -5.726764E+00
1.772136E+01 -1.567952E+02 -3.541333E+01 -5.997292E+00
1.813498E+01 -1.719639E+02 -3.795252E+01 -6.280595E+00
1.855825E+01 -1.885997E+02 -4.067373E+01 -6.577279E+00
1.899141E+01 -2.068444E+02 -4.358999E+01 -6.887973E+00
1.943467E+01 -2.268536E+02 -4.671529E+01 -7.213340E+00
1.988828E+01 -2.487979E+02 -5.006460E+01 -7.554074E+00
2.035248E+01 -2.728644E+02 -5.365400E+01 -7.910898E+00
2.082751E+01 -2.992584E+02 -5.750067E+01 -8.284575E+00
2.131362E+01 -3.282048E+02 -6.162307E+01 -8.675898E+00
2.181109E+01 -3.599505E+02 -6.604096E+01 -9.085702E+00
2.232016E+01 -3.947662E+02 -7.077550E+01 -9.514860E+00
2.284112E+01 -4.329487E+02 -7.584940E+01 -9.964285E+00
2.337424E+01 -4.748235E+02 -8.128698E+01 -1.043493E+01
2.391980E+01 -5.207478E+02 -8.711431E+01 -1.092781E+01
2.447809E+01 -5.711130E+02 -9.335932E+01 -1.144396E+01
2.504942E+01 -6.263485E+02 -1.000519E+02 -1.198449E+01
2.563407E+01 -6.869253E+02 -1.072242E+02 -1.255055E+01
2.623238E+01 -7.533598E+02 -1.149106E+02 -1.314334E+01
2.684465E+01 -8.262184E+02 -1.231479E+02 -1.376412E+01
2.747121E+01 -9.061222E+02 -1.319756E+02 -1.441422E+01
2.811239E+01 -9.937524E+02 -1.414361E+02 -1.509502E+01
2.876854E+01 -1.089856E+03 -1.515745E+02 -1.580797E+01
2.944000E+01 -1.195253E+03 -1.624397E+02 -1.655459E+01
3.012714E+01 -1.310841E+03 -1.740836E+02 -1.733647E+01
3.083031E+01 -1.437605E+03 -1.865620E+02 -1.815528E+01
3.154990E+01 -1.576627E+03 -1.999348E+02 -1.901276E+01
3.228628E+01 -1.729091E+03 -2.142661E+02 -1.991073E+01
3.303985E+01 -1.896298E+03 -2.296245E+02 -2.085110E+01
3.381101E+01 -2.079672E+03 -2.460837E+02 -2.183589E+01
3.460016E+01 -2.280777E+03 -2.637225E+02 -2.286718E+01
3.540774E+01 -2.501327E+03 -2.826256E+02 -2.394718E+01
3.623416E+01 -2.743202E+03 -3.028835E+02 -2.507818E+01
3.707988E+01 -3.008464E+03 -3.245932E+02 -2.626259E+01
3.794533E+01 -3.299374E+03 -3.478590E+02 -2.750294E+01
3.883098E+01 -3.618412E+03 -3.727922E+02 -2.880186E+01
3.973730E+01 -3.968298E+03 -3.995125E+02 -3.016213E+01
4.066478E+01 -4.352014E+03 -4.281477E+02 -3.158663E+01
4.161391E+01 -4.772830E+03 -4.588353E+02 -3.307841E+01
4.258518E+01 -5.234335E+03 -4.917223E+02 -3.464064E+01
4.357913E+01 -5.740462E+03 -5.269663E+02 -3.627664E+01
4.459628E+01 -6.295525E+03 -5.647363E+02 -3.798991E+01
4.563716E+01 -6.904255E+03 -6.052132E+02 -3.978408E+01
4.670234E+01 -7.571842E+03 -6.485912E+02 -4.166299E+01
4.779239E+01 -8.303975E+03 -6.950780E+02 -4.363062E+01
4.890787E+01 -9.106896E+03 -7.448966E+02 -4.569118E+01
5.004939E+01 -9.987449E+03 -7.982856E+02 -4.784905E+01
5.121755E+01 -1.095314E+04 -8.555010E+02 -5.010883E+01
5.241298E+01 -1.201220E+04 -9.168170E+02 -5.247532E+01
5.363631E+01 -1.317365E+04 -9.825275E+02 -5.495358E+01
5.488820E+01 -1.444740E+04 -1.052947E+03 -5.754886E+01
5.616930E+01 -1.584430E+04 -1.128414E+03 -6.026672E+01
5.748030E+01 -1.737626E+04 -1.209290E+03 -6.311292E+01
5.882190E+01 -1.905634E+04 -1.295962E+03 -6.609354E+01
6.019482E+01 -2.089886E+04 -1.388845E+03 -6.921492E+01
6.159978E+01 -2.291952E+04 -1.488386E+03 -7.248370E+01
6.303753E+01 -2.513554E+04 -1.595060E+03 -7.590686E+01
6.450884E+01 -2.756582E+04 -1.709380E+03 -7.949167E+01
6.601449E+01 -3.023107E+04 -1.831893E+03 -8.324578E+01
6.755528E+01 -3.315401E+04 -1.963186E+03 -8.717718E+01
6.913204E+01 -3.635954E+04 -2.103889E+03 -9.129424E+01
7.074559E+01 -3.987500E+04 -2.254675E+03 -9.560572E+01
7.239681E+01 -4.373035E+04 -2.416269E+03 -1.001208E+02
7.408657E+01 -4.795844E+04 -2.589444E+03 -1.048491E+02
7.581576E+01 -5.259532E+04 -2.775030E+03 -1.098008E+02
7.758532E+01 -5.768051E+04 -2.973916E+03 -1.149862E+02
7.939618E+01 -6.325735E+04 -3.187057E+03 -1.204166E+02
8.124930E+01 -6.937337E+04 -3.415473E+03 -1.261034E+02
8.314568E+01 -7.608071E+04 -3.660259E+03 -1.320587E+02
8.508632E+01 -8.343654E+04 -3.922589E+03 -1.382954E+02
8.707225E+01 -9.150354E+04 -4.203719E+03 -1.448264E+02
8.910453E+01 -1.003505E+05 -4.504998E+03 -1.516662E+02
9.118425E+01 -1.100528E+05 -4.827868E+03 -1.588279E+02
9.331251E+01 -1.206931E+05 -5.173880E+03 -1.663318E+02
9.549045E+01 -1.323622E+05 -5.544681E+03 -1.741756E+02
9.771921E+01 -1.451594E+05 -5.942092E+03 -1.824432E+02
1.000000E+02 -1.591939E+05 -6.367854E+03 -1.909039E+02
