1.277497374999999984e-02,1.000001922729772064e+00,1.000001922729343296e+00,1.000001922731250215e+00,1.000001922727435932e+00,2.532810201298571078e-05,3.167740958431863874e-09
1.295285343962447773e-02,1.000001977404744391e+00,1.000001976684384397e+00,1.000001976302695716e+00,1.000001976306097218e+00,2.709884028164960689e-05,2.682302380208057002e-09
1.313320993934658301e-02,1.000002032869106827e+00,1.000002032106982464e+00,1.000002031703999039e+00,1.000002031705884642e+00,2.806688417842486129e-05,2.417113620367672411e-09
1.331607773645528819e-02,1.000002089874450384e+00,1.000002089066367894e+00,1.000002088639948328e+00,1.000002088640234543e+00,2.884997810466612291e-05,2.344740179793802781e-09
1.350149179844317357e-02,1.000002148485136244e+00,1.000002147630618010e+00,1.000002147179282153e+00,1.000002147180342416e+00,2.965800801616038052e-05,2.359031858745197496e-09
1.368948757969278007e-02,1.000002208739958709e+00,1.000002207835080759e+00,1.000002207356073258e+00,1.000002207359318440e+00,3.048939815492023663e-05,2.364531459519980672e-09
1.388010102825613587e-02,1.000002270685336203e+00,1.000002269726576243e+00,1.000002269220483742e+00,1.000002269220984452e+00,3.134358181610576578e-05,2.354213712862929242e-09
1.407336859272863630e-02,1.000002334369226364e+00,1.000002333352845607e+00,1.000002332815838280e+00,1.000002332817347739e+00,3.222170480441705385e-05,2.358628181653443789e-09
1.426932722921862504e-02,1.000002399840400846e+00,1.000002398762525058e+00,1.000002398192474828e+00,1.000002398195199760e+00,3.312443843705808571e-05,2.378444108330768358e-09
1.446801440841408506e-02,1.000002467149108787e+00,1.000002466005696977e+00,1.000002465402097140e+00,1.000002465402820562e+00,3.405207927219475726e-05,2.409988431040233081e-09
1.466946812274763645e-02,1.000002536347801119e+00,1.000002535134457915e+00,1.000002534493830142e+00,1.000002534494834228e+00,3.500581543010851485e-05,2.417842148716431439e-09
1.487372689366139866e-02,1.000002607488889694e+00,1.000002606201204625e+00,1.000002605521574051e+00,1.000002605522165799e+00,3.598636505883247836e-05,2.425750489365441354e-09
1.508082977897289879e-02,1.000002680626869811e+00,1.000002679260273419e+00,1.000002678538922440e+00,1.000002678539729351e+00,3.699439335289964200e-05,2.433703905069251050e-09
1.529081638034366329e-02,1.000002755817765765e+00,1.000002754367525615e+00,1.000002753601522354e+00,1.000002753603428385e+00,3.803077096641141247e-05,2.441697954935762027e-09
1.550372685085170919e-02,1.000002833118669887e+00,1.000002831578570062e+00,1.000002830765018835e+00,1.000002830767223738e+00,3.909631044752053463e-05,2.427070100452510815e-09
1.571960190266949789e-02,1.000002912589071036e+00,1.000002910953448954e+00,1.000002910089629493e+00,1.000002910091594810e+00,4.019159742186070210e-05,2.402206211726820584e-09
