# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: e87eaa48ded545f7
# fingerprint: {"QED_corrections":false,"T_start_cosmo_MeV":40.0,"format_version":1,"incomplete_decoupling":false,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","sampling_nTOp_thermal_per_decade":20}
1.584893192461110950e+08 2.176504996692155625e-07 1.869742574806261778e-46
1.783011135732713044e+08 3.724156753017699698e-07 9.127416691226881882e-42
2.005894608715007603e+08 6.043313125775102997e-07 1.376189604618812394e-37
2.256639400975164175e+08 9.439171018941962349e-07 7.283864884644331468e-34
2.538728288070835173e+08 1.472710911078457253e-06 1.519645078325682303e-30
2.856079406335778236e+08 2.256364741206064913e-06 1.384673508209804182e-27
3.213100674705891013e+08 3.430126759491172138e-06 6.028280975344859242e-25
3.614751019489566088e+08 5.178507959941410438e-06 1.360016018630916118e-22
4.066609252477573752e+08 7.848555522912515297e-06 1.710310986211039408e-20
4.574951559090070128e+08 1.182706176971556363e-05 1.278987810773533777e-18
5.146838672849866748e+08 1.787970592647466773e-05 6.034625344635536406e-17
5.790213947010961771e+08 2.721732563842075970e-05 1.893223921608728491e-15
6.514013685530252457e+08 4.163428319967549712e-05 4.146456523012331560e-14
7.328291265848643780e+08 6.417127239152720043e-05 6.628414077030321433e-13
8.244356777512959242e+08 9.943806115720715258e-05 8.025805564199021276e-12
9.274934116180050373e+08 1.554692944677454739e-04 7.619152286277039163e-11
1.043433771499526024e+09 2.434465860297342068e-04 5.848680833168227154e-10
1.173867136809529066e+09 3.802724872671491224e-04 3.735130231995179175e-09
1.320605190783809423e+09 5.863120237916369208e-04 2.037487681644941548e-08
1.485686084257525444e+09 8.901681142176187536e-04 9.704866830395234457e-08
1.671402745014494658e+09 1.316021874658458842e-03 4.134898504543195851e-07
1.880334725917622328e+09 1.889951159114023780e-03 1.591885073537095456e-06
2.115384034182041407e+09 2.621318100800132649e-03 5.524385472617665554e-06
2.379815439449759007e+09 3.493281064746854136e-03 1.724217129850169478e-05
2.677301820533663750e+09 4.466628952320319222e-03 4.831440749242559078e-05
3.011975180684689045e+09 5.373459387214478931e-03 1.218273966368196046e-04
3.388484039969858170e+09 5.969702722056228518e-03 2.773691665848332963e-04
3.812058001925625801e+09 5.836540540940814148e-03 5.727978176309679202e-04
4.288580391299249172e+09 4.324236518458063339e-03 1.078843778269486737e-03
4.824669971796293259e+09 4.686821947702205643e-04 1.853456399277724452e-03
5.427772878871209145e+09 -6.761487685980713258e-03 2.925013977472819011e-03
6.106266044481631279e+09 -1.835374869076838306e-02 4.248913816013041855e-03
6.869573550347902298e+09 -3.387042285062037000e-02 5.948411197839814646e-03
7.728297525831991196e+09 -4.875512559501798265e-02 8.655087093836714984e-03
8.694365408571296692e+09 -5.015900874006024024e-02 1.586099731679921354e-02
9.781195613276195526e+09 1.274666829295986736e-03 3.748744487916556845e-02
1.100388390978551674e+10 1.828231745138527153e-01 1.036609040352300254e-01
1.237941309911894608e+10 6.894816129251785108e-01 2.886746333135206122e-01
1.392688889986894226e+10 1.911392263549569481e+00 7.707491767232812485e-01
1.566780532132795143e+10 4.659078425019124836e+00 1.961808711301048058e+00
1.762634320931091309e+10 1.059828524202185207e+01 4.765799663436578015e+00
1.982970611139097595e+10 2.302750859725982480e+01 1.112852204478175899e+01
2.230849812662348175e+10 4.843359640549812184e+01 2.517196769239005150e+01
2.509714898798648071e+10 9.961149895404565768e+01 5.542298592183573192e+01
2.823439228181358719e+10 2.015453251589876231e+02 1.194070159869615253e+02
3.176380344655600739e+10 4.019816980776163859e+02 2.517910883732001821e+02
3.573440502352600861e+10 7.942574210525706349e+02 5.236569185887619824e+02
4.020134756638687897e+10 1.556190597997213217e+03 1.073120232158066528e+03
4.522667566703415680e+10 3.023663810485577415e+03 2.172516488913843659e+03
5.088018973775251007e+10 5.851704874637774992e+03 4.359862473837702055e+03
5.724041551956611633e+10 1.126034916516671910e+04 8.667212834739706523e+03
6.439569478298348236e+10 2.156194895071595602e+04 1.709783022223585431e+04
7.244541237066476440e+10 4.118802893498699996e+04 3.346653371126171260e+04
8.150137662529786682e+10 7.839728282635827782e+04 6.521794916083773569e+04
9.168937237644023132e+10 1.487525206640074321e+05 1.262858497305626806e+05
1.031509080568829041e+11 2.816373885695234640e+05 2.437478667817530804e+05
1.160451812155009613e+11 5.326563815616131760e+05 4.676538689512214041e+05
