# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: 347acddd9ac84e46
# fingerprint: {"QED_corrections":false,"T_start_cosmo_MeV":40.0,"format_version":1,"incomplete_decoupling":true,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","sampling_nTOp_thermal_per_decade":20}
1.584893192461110950e+08 2.200459036846460137e-07 1.911994071655370245e-46
1.783011135732713044e+08 3.747481706109861164e-07 9.327178539353360262e-42
2.005894608715007603e+08 6.125679379421923537e-07 1.405436995159560206e-37
2.256639400975164175e+08 9.577252113324159948e-07 7.430812889565016840e-34
2.538728288070835173e+08 1.492276989174467772e-06 1.549617886376111892e-30
2.856079406335778236e+08 2.278942428180770030e-06 1.409774172005966220e-27
3.213100674705891013e+08 3.449134596260175770e-06 6.127498693486133053e-25
3.614751019489566088e+08 5.247629956959584342e-06 1.380944129364660393e-22
4.066609252477573752e+08 7.876906278320957758e-06 1.734089366175118612e-20
4.574951559090070128e+08 1.193859986110502251e-05 1.294776080672854506e-18
5.146838672849866748e+08 1.807798025263424166e-05 6.094446016214256502e-17
5.790213947010961771e+08 2.746863935742083248e-05 1.908737479655540326e-15
6.514013685530252457e+08 4.204481624982348221e-05 4.176882340559935871e-14
7.328291265848643780e+08 6.467450486271753409e-05 6.660884368905676649e-13
8.244356777512959242e+08 1.004587179246800653e-04 8.056492311190461471e-12
9.274934116180050373e+08 1.567793407526509876e-04 7.635829628076802225e-11
1.043433771499526024e+09 2.455202818547509041e-04 5.856623289593866893e-10
1.173867136809529066e+09 3.839097365208875593e-04 3.734134479835850876e-09
1.320605190783809423e+09 5.924759950460912810e-04 2.036143859069208431e-08
1.485686084257525444e+09 8.993652525387902871e-04 9.699596892982098819e-08
1.671402745014494658e+09 1.331785507464328198e-03 4.130390896448665931e-07
1.880334725917622328e+09 1.915856410385862515e-03 1.589519237120509912e-06
2.115384034182041407e+09 2.661325242599474339e-03 5.512586726090723032e-06
2.379815439449759007e+09 3.563294246049802331e-03 1.717813282783871136e-05
2.677301820533663750e+09 4.571024911211576600e-03 4.800398262371816620e-05
3.011975180684689045e+09 5.546746535468253039e-03 1.205504507796911111e-04
3.388484039969858170e+09 6.252583380642184364e-03 2.727871101080686341e-04
3.812058001925625801e+09 6.288990025697424602e-03 5.592173905492002755e-04
4.288580391299249172e+09 4.996014015953367110e-03 1.041425015946038229e-03
4.824669971796293259e+09 1.624461454580771250e-03 1.763960916167214756e-03
5.427772878871209145e+09 -4.976050208814693926e-03 2.722600332660636384e-03
6.106266044481631279e+09 -1.561943821775742258e-02 3.840777473693685485e-03
6.869573550347902298e+09 -2.941062266190992355e-02 5.047691167345127322e-03
7.728297525831991196e+09 -4.132847609823108587e-02 7.075278588215914294e-03
8.694365408571296692e+09 -3.828122633760495247e-02 1.270770605624995178e-02
9.781195613276195526e+09 1.708182996698145995e-02 3.244191670506920561e-02
1.100388390978551674e+10 2.142501072173613741e-01 9.497763063561104335e-02
1.237941309911894608e+10 7.362139230784313648e-01 2.739866220714788358e-01
1.392688889986894226e+10 1.982639551492692220e+00 7.468095801011523927e-01
1.566780532132795143e+10 4.785631367276527826e+00 1.921312860628359820e+00
1.762634320931091309e+10 1.076912494343962834e+01 4.714359679306489248e+00
1.982970611139097595e+10 2.326675212962318895e+01 1.107384607314996927e+01
2.230849812662348175e+10 4.885580435166595237e+01 2.506308433480545972e+01
2.509714898798648071e+10 1.002638193033417338e+02 5.535923891079031023e+01
2.823439228181358719e+10 2.026117424475275470e+02 1.192323786941712314e+02
3.176380344655600739e+10 4.037484526148684836e+02 2.519205316100562868e+02
3.573440502352600861e+10 7.969664354509516215e+02 5.237510996440181543e+02
4.020134756638687897e+10 1.558759134812747789e+03 1.073571074988104328e+03
4.522667566703415680e+10 3.030330514944651895e+03 2.174483003751314754e+03
5.088018973775251007e+10 5.859298153256160731e+03 4.363035798905855700e+03
5.724041551956611633e+10 1.127533929830932721e+04 8.672541884482363457e+03
6.439569478298348236e+10 2.159150972129616275e+04 1.710657559238831163e+04
7.244541237066476440e+10 4.119206746244199894e+04 3.350259434743983002e+04
8.150137662529786682e+10 7.843412665042854496e+04 6.521900392221759830e+04
9.168937237644023132e+10 1.488491829689275473e+05 1.264374337361544167e+05
1.031509080568829041e+11 2.818496042491082917e+05 2.436345301531684818e+05
1.160451812155009613e+11 5.320586188899684930e+05 4.676930222671384108e+05
